dataset,model,probability_calibration,method,n_seeds,marginal_coverage_mean,marginal_coverage_ci_lo,marginal_coverage_ci_hi,coverage_class_0_mean,coverage_class_0_ci_lo,coverage_class_0_ci_hi,coverage_class_1_mean,coverage_class_1_ci_lo,coverage_class_1_ci_hi,average_set_size_mean,average_set_size_ci_lo,average_set_size_ci_hi,abstention_rate_mean,abstention_rate_ci_lo,abstention_rate_ci_hi,mean_cost_mean,mean_cost_ci_lo,mean_cost_ci_hi
adult,ada,isotonic,risk_controlled_rejector,10,0.9098781860988842,0.9043158476905218,0.9154405245072466,0.964217467366438,0.9574827226853199,0.9709522120475561,0.7371685201026519,0.7254771565669994,0.7488598836383044,1.138243423072986,1.1238223246443584,1.1526645215016138,0.13824342307298595,0.12382232464435824,0.15266452150161366,0.6562493602211077,0.6283598040550017,0.6841389163872137
adult,ada,none,aps_cp,10,0.9005732418876036,0.8985595410089543,0.9025869427662528,0.9619566680123807,0.9591069077883521,0.9648064282364093,0.7054747647562019,0.6932403488101054,0.7177091807022983,1.2351110656157231,1.2267156883702346,1.2435064428612117,0.24430340874193876,0.23614683177089194,0.25245998571298556,0.7281195618794145,0.7002475149818802,0.7559916087769488
adult,ada,none,capacity_limited_mondrian,10,0.8818507523799773,0.8788537722529434,0.8848477325070113,0.9092854259184497,0.9028228053844409,0.9157480464524586,0.7946535500427716,0.7858865330921319,0.8034205669934114,1.0999078718394926,1.0999078718394923,1.0999078718394928,0.09990787183949226,0.09990787183949225,0.09990787183949228,0.5604565462176272,0.5440693501106632,0.5768437423245912
adult,ada,none,class_conditional_rejector,10,0.9342204933974818,0.9287954205534229,0.9396455662415407,0.9968510294711344,0.9940317715936605,0.9996702873486082,0.735158254918734,0.7196193185333225,0.7506971913041455,1.2201146483775207,1.203099113908196,1.2371301828468455,0.2201146483775207,0.20309911390819596,0.23713018284684545,0.6362370764663733,0.597537600367151,0.6749365525655956
adult,ada,none,class_weighted_threshold,10,0.6898863752687071,0.6754538988422751,0.7043188516951391,0.6062710267797067,0.5850375683159754,0.6275044852434379,0.9556458511548331,0.9478424360513198,0.9634492662583465,1.0,1.0,1.0,0.0,0.0,0.0,0.40565052717780736,0.39865212485355805,0.41264892950205667
adult,ada,none,confidence_rejector,10,0.9998771624526561,0.9997621008119327,0.9999922240933795,0.9999865428609878,0.9999601668685237,1.0000129188534517,0.999529512403764,0.9991255290661847,0.9999334957413433,1.9391544682157846,1.9061086517403405,1.9722002846912288,0.9391544682157846,0.9061086517403405,0.9722002846912288,0.0011362473129286521,0.00015131934137416745,0.002121175284483137
adult,ada,none,cost_controlled_mondrian,10,0.9955880847579076,0.9936663509988108,0.9975098185170044,0.9970932579733549,0.9948568392469496,0.9993296766997602,0.9908041060735672,0.989480074070639,0.9921281380764954,1.6516736615825571,1.6352115961658333,1.668135726999281,0.6516736615825571,0.6352115961658333,0.6681357269992809,0.024219469751253966,0.019756111328994668,0.028682828173513263
adult,ada,none,cost_tuned_threshold,10,0.6926297471593819,0.6787004073871961,0.7065590869315677,0.6102543399273315,0.5895303951750627,0.6309782846796003,0.954448246364414,0.9463268874699342,0.9625696052588939,1.0,1.0,1.0,0.0,0.0,0.0,0.4054867437813492,0.3988756160617255,0.4120978715009729
adult,ada,none,marginal_cp,10,0.9066127546319992,0.9037191526767943,0.9095063565872041,0.9678508948997443,0.9642924812221387,0.9714093085773499,0.7119760479041917,0.6900734252851962,0.7338786705231871,1.1311700276384482,1.1253812782151251,1.1369587770617713,0.13117002763844815,0.12538127821512515,0.13695877706177115,0.7137782782270448,0.6638705037363466,0.7636860527177429
adult,ada,none,mondrian_cp,10,0.9094789640700174,0.9041825594752715,0.9147753686647633,0.9092854259184497,0.9028228053844409,0.9157480464524586,0.9100940975192472,0.9029001303015,0.9172880647369944,1.2180673559217934,1.2065392480513328,1.229595463792254,0.21806735592179344,0.2065392480513328,0.22959546379225407,0.2841744293172279,0.26601373635499603,0.3023351222794598
adult,ada,none,raps_cp,10,0.9002559115569658,0.8979938453508959,0.9025179777630358,0.9661687525232134,0.9634837507656474,0.9688537542807795,0.6907613344739093,0.6773278003594098,0.7041948685884089,1.2101852799672432,1.2011179620447896,1.2192525978896969,0.21018527996724332,0.20111796204478968,0.21925259788969695,0.7658306889139114,0.7351076876395795,0.7965536901882433
adult,ada,none,risk_controlled_rejector,10,0.9098986590234415,0.9060451965621666,0.9137521214847163,0.9689543802987484,0.9647452166663828,0.9731635439311139,0.7221984602224124,0.6979964555753561,0.7464004648694688,1.1404135530760566,1.1317515945314793,1.149075511620634,0.1404135530760569,0.13175159453147964,0.14907551162063418,0.6884737434742553,0.6330145580676212,0.7439329288808894
adult,ada,sigmoid,aps_cp,10,0.9018630361347117,0.8990358903856782,0.9046901818837453,0.9434396447315301,0.9412881906691385,0.9455910987939217,0.7697177074422583,0.7621015142736942,0.7773339006108224,1.2395332173200944,1.2322828039097056,1.2467836307304832,0.309038796192036,0.30394453680493294,0.31413305557913906,0.5371071757600573,0.5204065445750309,0.5538078069450837
adult,ada,sigmoid,capacity_limited_mondrian,10,0.8813798751151601,0.8780303777512217,0.8847293724790986,0.908962454582156,0.9011262985893321,0.9167986105749798,0.7937125748502994,0.7821807268633568,0.8052444228372421,1.0999078718394926,1.0999078718394923,1.0999078718394928,0.09990787183949226,0.09990787183949225,0.09990787183949228,0.5629542430136145,0.5410921374431965,0.5848163485840325
adult,ada,sigmoid,class_conditional_rejector,10,0.9312621557989559,0.9267952864246742,0.9357290251732375,0.9963531153276813,0.9935472557017618,0.9991589749536008,0.7243798118049616,0.7125483923581855,0.7362112312517377,1.2120892619510697,1.1980919060875286,1.2260866178146108,0.21208926195106975,0.19809190608752875,0.22608661781461076,0.6624117105128468,0.6327444769948251,0.6920789440308684
adult,ada,sigmoid,class_weighted_threshold,10,0.6891800593714812,0.6729737623145318,0.7053863564284306,0.6054097698829229,0.5814140650716981,0.6294054746941478,0.9554319931565441,0.9465022861974199,0.9643617001156684,1.0,1.0,1.0,0.0,0.0,0.0,0.4068174838775719,0.40057227549714763,0.41306269225799613
adult,ada,sigmoid,confidence_rejector,10,0.9999283447640496,0.9998855218087646,0.9999711677193346,1.0,1.0,1.0,0.9997005988023953,0.9995216691829859,0.9998795284218046,1.9578667212611323,1.9338651314978144,1.9818683110244502,0.9578667212611321,0.9338651314978142,0.98186831102445,0.0007165523595045552,0.0002883228066547793,0.001144781912354331
adult,ada,sigmoid,cost_controlled_mondrian,10,0.9952809908895486,0.9933285477115041,0.997233434067593,0.9966760866639752,0.9944297184017222,0.9989224549262282,0.9908468776732249,0.9894263929596125,0.9922673623868372,1.6502507933258266,1.6318244406010327,1.6686771460506205,0.6502507933258266,0.6318244406010328,0.6686771460506203,0.024434435459105334,0.019718117174223174,0.029150753743987495
adult,ada,sigmoid,cost_tuned_threshold,10,0.6889958030504657,0.6728873732644777,0.7051042328364537,0.605194455658727,0.581339648775544,0.62904926254191,0.9553464499572284,0.9464558297697376,0.9642370701447192,1.0,1.0,1.0,0.0,0.0,0.0,0.4071859965196028,0.40094931651001176,0.41342267652919384
adult,ada,sigmoid,marginal_cp,10,0.9045859351008291,0.9022992377959902,0.906872632405668,0.9830036334275333,0.9812535841742707,0.9847536826807959,0.6553464499572283,0.6480640192724844,0.6626288806419723,1.133841744293172,1.1275339367711508,1.1401495518151934,0.13384174429317228,0.12753393677115088,0.14014955181519367,0.8377827822704473,0.820183589600217,0.8553819749406777
adult,ada,sigmoid,mondrian_cp,10,0.9083427167570889,0.9023388402385397,0.914346593275638,0.908962454582156,0.9011262985893321,0.9167986105749798,0.9063729683490163,0.8998404382491103,0.9129054984489222,1.2145050670488278,1.203345889388694,1.2256642447089616,0.21450506704882794,0.20334588938869402,0.22566424470896185,0.293325826594329,0.27718033133482134,0.30947132185383663
adult,ada,sigmoid,raps_cp,10,0.9007574982086192,0.8988260603032613,0.902688936113977,0.964055981698291,0.9622578301289766,0.9658541332676054,0.6995722840034218,0.6923648697008442,0.7067796983059993,1.172852902037056,1.1680766357840469,1.177629168290065,0.19852594943187635,0.1946724405430633,0.2023794583206894,0.725683283857099,0.7092117932472459,0.7421547744669521
adult,ada,sigmoid,risk_controlled_rejector,10,0.9066332275565564,0.9017020346518012,0.9115644204613116,0.9830170905665456,0.9812720174837254,0.9847621636493659,0.663857998289136,0.6445036192065267,0.6832123773717454,1.139000921281605,1.126500866659421,1.151500975903789,0.13900092128160507,0.126500866659421,0.15150097590378914,0.8174019858736822,0.7709440319450687,0.8638599398022957
adult,et,isotonic,aps_cp,10,0.9027433718906746,0.9004725731582345,0.9050141706231146,0.9280985062575697,0.925726931140906,0.9304700813742335,0.8221556886227546,0.8162611367272467,0.8280502405182625,1.2287030402292967,1.223727300644897,1.2336787798136963,0.3121711536492988,0.30810660815087837,0.31623569914771926,0.405885965810216,0.39139657289814295,0.4203753587222891
adult,et,isotonic,capacity_limited_mondrian,10,0.8899273211178217,0.8871291168830475,0.8927255253525959,0.9100928542591845,0.9033416019551334,0.9168441065632357,0.8258340461933276,0.814639787084024,0.8370283053026312,1.0999078718394926,1.0999078718394923,1.0999078718394928,0.09990787183949226,0.09990787183949225,0.09990787183949228,0.48521854846964885,0.4631521721863312,0.5072849247529665
adult,et,isotonic,class_conditional_rejector,10,0.9265226737639471,0.9232111819584017,0.9298341655694926,0.990270488494146,0.9888061259511681,0.9917348510371239,0.7239093242087253,0.7071506600230706,0.7406679883943801,1.1767734670897738,1.1685262435701405,1.1850206906094072,0.17677346708977376,0.16852624357014032,0.1850206906094072,0.6681646023134405,0.6288416072631817,0.7074875973636994
adult,et,isotonic,class_weighted_threshold,10,0.7058450199611015,0.6949295109621971,0.7167605289600059,0.6268335351904186,0.6105957845189751,0.6430712858618621,0.9569717707442258,0.950201217511724,0.9637423239767275,1.0,1.0,1.0,0.0,0.0,0.0,0.38683590950967345,0.3794375942468201,0.3942342247725268
adult,et,isotonic,confidence_rejector,10,0.9995291227351826,0.9992482342102568,0.9998100112601084,0.9994886287175346,0.9991601325822738,0.9998171248527955,0.9996578272027374,0.9993568599081272,0.9999587944973477,1.8657487972156823,1.8370052531701646,1.8944923412612,0.8657487972156824,0.8370052531701648,0.8944923412612,0.0012079025488791074,0.0003748457896535505,0.0020409593081046644
adult,et,isotonic,cost_controlled_mondrian,10,0.9921383969700072,0.9913500278411178,0.9929267660988965,0.9922217736509218,0.9911014923768018,0.9933420549250418,0.9918733960650128,0.989941408805578,0.9938053833244476,1.629092025795885,1.6110237584535627,1.6471602931382072,0.629092025795885,0.6110237584535627,0.6471602931382072,0.025365953526461253,0.021016112645664005,0.0297157944072585
adult,et,isotonic,cost_tuned_threshold,10,0.7058859658102159,0.6983673664996884,0.7134045651207434,0.6267797066343695,0.6156108103517219,0.6379486029170172,0.9573139435414884,0.9525179653963235,0.9621099216866532,1.0,1.0,1.0,0.0,0.0,0.0,0.38605793837649705,0.3802056393529821,0.39191023740001196
adult,et,isotonic,marginal_cp,10,0.9097246391647047,0.9053128608457987,0.9141364174836107,0.962696810658054,0.9580407361315494,0.9673528851845586,0.741360136869119,0.7218492026251242,0.7608710711131137,1.1208619101238613,1.1103279620149322,1.1313958582327903,0.12086191012386119,0.11032796201493206,0.13139585823279032,0.6473743474255297,0.6021621597250183,0.6925865351260411
adult,et,isotonic,mondrian_cp,10,0.9119664244037262,0.906784937450197,0.9171479113572555,0.9100928542591845,0.9033416019551334,0.9168441065632357,0.9179213002566297,0.9104101538030894,0.9254324467101699,1.2026000614187737,1.1910872598932292,1.2141128629443183,0.20260006141877365,0.19108725989322917,0.21411286294431814,0.2648275156106049,0.24688448795640625,0.2827705432648036
adult,et,isotonic,raps_cp,10,0.9022315487767427,0.9001823123661441,0.9042807851873413,0.9461445296729915,0.9437629529779901,0.9485261063679928,0.7626603934987168,0.7567109221291871,0.7686098648682466,1.1609274234824445,1.1560013125148656,1.1658535344500234,0.19726686457160406,0.19436563681167146,0.20016809233153665,0.575893131333811,0.5621062401695245,0.5896800224980976
adult,et,isotonic,risk_controlled_rejector,10,0.9105435561469957,0.906409481249604,0.9146776310443874,0.9627102677970664,0.9580630587713383,0.9673574768227944,0.7447390932420872,0.7268702375762991,0.7626079489078753,1.1226532910226228,1.1127858272018811,1.1325207548433645,0.12265329102262257,0.1127858272018809,0.13252075484336423,0.6392773057631282,0.5979926762177163,0.6805619353085401
adult,et,none,aps_cp,10,0.90292762821169,0.9004256229110922,0.9054296335122879,0.9290405059884268,0.9269136238469781,0.9311673881298755,0.8199315654405475,0.813663108801846,0.8262000220792489,1.2376394717985464,1.2319388537476994,1.2433400898493934,0.31981779097144025,0.31609452362102075,0.32354105832185975,0.4295629030607023,0.4158334641262606,0.44329234199514395
adult,et,none,capacity_limited_mondrian,10,0.8855768246494012,0.8838051702295285,0.8873484790692739,0.8980487148432242,0.895008107027601,0.9010893226588474,0.8459366980325065,0.8410312526735463,0.8508421433914667,1.0999078718394926,1.0999078718394923,1.0999078718394928,0.09990787183949226,0.09990787183949225,0.09990787183949228,0.446268809499437,0.43591074840530936,0.4566268705935646
adult,et,none,class_conditional_rejector,10,0.9179649912990071,0.9164007842136912,0.919529198384323,0.9889113174539093,0.9878194094144468,0.9900032254933717,0.6924721984602225,0.6867344618135814,0.6982099351068635,1.1519500460640804,1.1465828282601989,1.1573172638679619,0.15195004606408022,0.14658282826019875,0.1573172638679617,0.744436482751561,0.7307262453420291,0.758146720161093
adult,et,none,class_weighted_threshold,10,0.7066229910942778,0.6975696955380849,0.7156762866504708,0.6279235634504104,0.6147415793844435,0.6411055475163774,0.9567579127459366,0.9515488274917885,0.9619669980000847,1.0,1.0,1.0,0.0,0.0,0.0,0.3865185791790357,0.37912900794131266,0.39390815041675875
adult,et,none,confidence_rejector,10,0.9999078718394923,0.9998111871181021,1.0000045565608824,1.0,1.0,1.0,0.9996150556030795,0.9992110722655002,1.0000190389406587,1.9519091002149653,1.901377404007718,2.0024407964222126,0.9519091002149656,0.9013774040077184,1.0024407964222128,0.0009212816050772853,-4.5565608824167637e-05,0.0018881288189787383
adult,et,none,cost_controlled_mondrian,10,0.989804483570478,0.9892560821646705,0.9903528849762855,0.9900551742699502,0.9891924378167192,0.9909179107231811,0.9890076988879384,0.9873122948290989,0.9907031029467779,1.5906131640904904,1.578960411930227,1.6022659162507538,0.5906131640904903,0.578960411930227,0.6022659162507535,0.033872453680008185,0.030137623918408327,0.03760728344160804
adult,et,none,cost_tuned_threshold,10,0.7051182311393183,0.6926267455248354,0.7176097167538011,0.6257704212084512,0.607552797761359,0.6439880446555434,0.9573139435414886,0.950611083632254,0.9640168034507232,1.0,1.0,1.0,0.0,0.0,0.0,0.3868256730473948,0.37884603632784,0.3948053097669496
adult,et,none,marginal_cp,10,0.9021803664653497,0.9006833695468094,0.90367736338389,0.9668685237518503,0.9654143581981246,0.968322689305576,0.6965782720273739,0.6909087154365314,0.7022478286182163,1.098792097451121,1.0957906956167889,1.101793499285453,0.09879209745112089,0.09579069561678882,0.10179349928545295,0.7513768041764767,0.7380688852796351,0.7646847230733183
adult,et,none,mondrian_cp,10,0.9000409458491146,0.8973833884827643,0.902698503215465,0.8980487148432242,0.895008107027601,0.9010893226588474,0.9063729683490163,0.9008396813988346,0.9119062552991979,1.168850445286109,1.1629455680459146,1.1747553225263034,0.16885044528610912,0.1629455680459148,0.17475532252630344,0.30162759750230317,0.2881995167127077,0.3150556782918986
adult,et,none,raps_cp,10,0.9014433411812878,0.8990161500658214,0.9038705322967542,0.9464136724532363,0.9440545975008854,0.9487727474055871,0.7585115483319076,0.7535233874007525,0.7634997092630627,1.1672842665574776,1.1614958571115899,1.1730726760033654,0.20755450916163376,0.20443778318414657,0.21067123513912095,0.5946156208414373,0.5828402367966418,0.6063910048862328
adult,et,none,risk_controlled_rejector,10,0.9033985054765072,0.9021096283886574,0.9046873825643571,0.9674068093123402,0.9659388879752266,0.9688747306494538,0.6999572284003422,0.694846816450843,0.7050676403498415,1.1016480704268605,1.0983895153619878,1.1049066254917332,0.10164807042686048,0.09838951536198773,0.10490662549173324,0.7428805404852084,0.7310474868569907,0.754713594113426
adult,et,sigmoid,aps_cp,10,0.9017197256628109,0.8991603860873053,0.9042790652383165,0.9361862468039295,0.9332081596181169,0.9391643339897421,0.7921727972626177,0.7868996463739799,0.7974459481512555,1.18671307196233,1.1811091719327642,1.1923169719918958,0.2511413655440679,0.2476245375945072,0.2546581934936286,0.49197461357354905,0.47908617410600984,0.5048630530410882
adult,et,sigmoid,capacity_limited_mondrian,10,0.8856587163476302,0.8839832867839388,0.8873341459113215,0.8986139146817388,0.8954732635315693,0.9017545658319083,0.8444824636441404,0.8396550020708605,0.8493099252174202,1.0999078718394926,1.0999078718394923,1.0999078718394928,0.09990787183949226,0.09990787183949225,0.09990787183949228,0.4493192752584707,0.4394785729511529,0.4591599775657885
adult,et,sigmoid,class_conditional_rejector,10,0.918108301770908,0.9163790115197283,0.9198375920220876,0.9885076032835419,0.9871545494330133,0.9898606571340706,0.6943541488451668,0.6875778313782503,0.7011304663120832,1.153587880028662,1.147172644490557,1.1600031155667672,0.1535878800286621,0.14717264449055714,0.16000311556676708,0.7402395332173202,0.7242057620099639,0.7562733044246764
adult,et,sigmoid,class_weighted_threshold,10,0.7090695055788719,0.6989414201260286,0.7191975910317153,0.6313551338985331,0.6162979455502602,0.6464123222468061,0.9560735671514115,0.9498087864607819,0.962338347842041,1.0,1.0,1.0,0.0,0.0,0.0,0.38554611526256527,0.3786581650549058,0.39243406547022475
adult,et,sigmoid,confidence_rejector,10,0.9999283447640496,0.9998085225822512,1.0000481669458479,1.0,1.0,1.0,0.9997005988023953,0.9991999388819554,1.000201258722835,1.9551438222950146,1.9093483555830473,2.0009392890069817,0.9551438222950148,0.9093483555830475,1.0009392890069821,0.0007165523595045552,-0.0004816694584792396,0.0019147741774883501
adult,et,sigmoid,cost_controlled_mondrian,10,0.989896611730986,0.9893516055255813,0.9904416179363906,0.9900686314089626,0.9894509349227528,0.9906863278951724,0.9893498716852009,0.9875982862543107,0.9911014571160912,1.5937148121609173,1.5816382646976692,1.6057913596241653,0.5937148121609173,0.5816382646976693,0.6057913596241652,0.03304330023543863,0.02894460915844474,0.037141991312432523
adult,et,sigmoid,cost_tuned_threshold,10,0.7102569352031939,0.7023191215210239,0.7181947488853638,0.6331718476651864,0.6213637367901924,0.6449799585401804,0.9552609067579126,0.9501750784145993,0.960346735101226,1.0,1.0,1.0,0.0,0.0,0.0,0.3861091206878903,0.37999969735186806,0.3922185440239125
adult,et,sigmoid,marginal_cp,10,0.9034087419387861,0.9015456822866067,0.9052718015909654,0.9639079531691565,0.9616695997045676,0.9661463066337453,0.711120615911035,0.7039349028931217,0.7183063289289484,1.1016480704268603,1.098219754303475,1.1050763865502455,0.10164807042686048,0.09821975430347538,0.10507638655024559,0.7188248541304126,0.7022478814744131,0.7354018267864122
adult,et,sigmoid,mondrian_cp,10,0.9005425325007679,0.8977675779197806,0.9033174870817552,0.8986139146817388,0.8954732635315693,0.9017545658319083,0.906672369546621,0.9015657025809947,0.9117790365122473,1.1700174019858738,1.1641013854711901,1.1759334185005574,0.1700174019858737,0.16410138547119002,0.17593341850055738,0.3004811137270959,0.28782920380815474,0.31313302364603707
adult,et,sigmoid,raps_cp,10,0.902170130003071,0.9007097785584507,0.9036304814476913,0.9548782128919392,0.9527045970990335,0.9570518286848448,0.7346449957228399,0.7288165211665838,0.740473470279096,1.127822704473334,1.1241958263857128,1.1314495825609552,0.14276793940014332,0.14037915085417568,0.14515672794611095,0.659617156310779,0.6458980939466216,0.6733362186749364
adult,et,sigmoid,risk_controlled_rejector,10,0.903889855665882,0.9019429182192595,0.9058367931125044,0.96410981025434,0.961822183868401,0.9663974366402789,0.7124893071000856,0.7051364471433322,0.719842167056839,1.1029685740608046,1.0991435783391958,1.1067935697824134,0.10296857406080459,0.09914357833919582,0.10679356978241336,0.7153956392670694,0.6983851261567428,0.732406152377396
adult,gb,isotonic,aps_cp,10,0.9027638448152316,0.9000585484739899,0.9054691411564734,0.9309379625891536,0.9282410110899548,0.9336349140883524,0.8132164242942685,0.8047248620671366,0.8217079865214005,1.2029481011362475,1.1972276710938925,1.2086685311786025,0.29198485003582764,0.28681034249628906,0.2971593575753662,0.40492373835602413,0.3857517914982277,0.4240956852138206
adult,gb,isotonic,capacity_limited_mondrian,10,0.8956085576824651,0.8921616617383832,0.8990554536265469,0.9108733683218947,0.9033172564216299,0.9184294802221595,0.8470915312232676,0.8362563843039448,0.8579266781425905,1.0999078718394926,1.0999078718394923,1.0999078718394928,0.09990787183949226,0.09990787183949225,0.09990787183949228,0.4337496161326645,0.4130932073282425,0.4544060249370865
adult,gb,isotonic,class_conditional_rejector,10,0.9233186610707339,0.91712836373016,0.9295089584113078,0.989220831651191,0.9863984909020681,0.9920431724003139,0.713857998289136,0.6890025001916493,0.7387134963866226,1.1408434844917597,1.1212842300806511,1.1604027389028682,0.14084348449175965,0.12128423008065102,0.16040273890286827,0.6930187327259698,0.6336346205022511,0.7524028449496886
adult,gb,isotonic,class_weighted_threshold,10,0.7249360221107585,0.7105804769981592,0.7392915672233578,0.6521598708114655,0.6309274316965665,0.6733923099263646,0.956244653550043,0.94811483780746,0.9643744692926259,1.0,1.0,1.0,0.0,0.0,0.0,0.36931108608864777,0.3619717811043697,0.3766503910729258
adult,gb,isotonic,confidence_rejector,10,0.9997645613675914,0.99957766097055,0.9999514617646328,0.9998788857488897,0.9998058539327532,0.9999519175650262,0.9994011976047904,0.9987615276487359,1.0000408675608448,1.8745214453884738,1.8307565629118976,1.91828632786505,0.8745214453884737,0.8307565629118974,0.9182863278650499,0.001525232879516839,-3.389050679547989e-05,0.003084356265829158
adult,gb,isotonic,cost_controlled_mondrian,10,0.9932439348961,0.9919057018766013,0.9945821679155986,0.9934732875790605,0.991993591528631,0.99495298362949,0.9925149700598801,0.9903244297296467,0.9947055103901135,1.5975944313645205,1.5782187259862213,1.6169701367428198,0.5975944313645204,0.578218725986221,0.6169701367428198,0.022878493192752584,0.017288958139821172,0.028468028245683997
adult,gb,isotonic,cost_tuned_threshold,10,0.7189886375268707,0.7059786731094756,0.7319986019442658,0.6440317588480688,0.6253303803720346,0.6627331373241031,0.9572284003421728,0.9515687690671146,0.962888031617231,1.0,1.0,1.0,0.0,0.0,0.0,0.37313952298085784,0.3671059509756964,0.37917309498601925
adult,gb,isotonic,marginal_cp,10,0.9075954550107482,0.9040516602212607,0.9111392498002358,0.968106580540977,0.9626187962845232,0.9735943647974308,0.7152694610778443,0.6926564580269347,0.7378824641287539,1.0920462688094994,1.0843643626618769,1.099728174957122,0.09204626880949943,0.08436436266187686,0.099728174957122,0.7057017094892005,0.6546647754106749,0.7567386435677261
adult,gb,isotonic,mondrian_cp,10,0.9114853106766301,0.9054893472088719,0.9174812741443883,0.9108733683218947,0.9033172564216299,0.9184294802221595,0.9134302822925578,0.905462338421686,0.9213982261634297,1.1741324598218854,1.1608299985114827,1.187434921132288,0.17413245982188558,0.16082999851148294,0.1874349211322882,0.2749820861910124,0.25524702596639437,0.2947171464156304
adult,gb,isotonic,raps_cp,10,0.9014740505681237,0.8999158454442429,0.9030322556920045,0.9471403579598977,0.9453992760534917,0.9488814398663037,0.7563301967493584,0.7470016753942845,0.7656587181044323,1.1383355512334936,1.133817116922724,1.1428539855442632,0.1828232162964479,0.17903753094077546,0.18660890165212035,0.5750639778892415,0.5542418588617345,0.5958860969167484
