dataset,model,probability_calibration,method,setting,coverage_class_1,abstention_rate,mean_cost,ablation
adult,ada,isotonic,cost_tuned_threshold,,0.95098374679213,0.0,0.40986794963660556,alpha_frontier
adult,ada,isotonic,marginal_cp,0.01,0.9711719418306245,0.5336574879721568,0.06947486948510595,alpha_frontier
adult,ada,isotonic,marginal_cp,0.03,0.8932420872540632,0.36260620329614085,0.25665881871225305,alpha_frontier
adult,ada,isotonic,marginal_cp,0.05,0.8555175363558597,0.29187224895076264,0.35404852083120075,alpha_frontier
adult,ada,isotonic,marginal_cp,0.06999999999999999,0.8088537211291703,0.239819838263896,0.4691473026921896,alpha_frontier
adult,ada,isotonic,marginal_cp,0.09,0.7411890504704876,0.16663936943392363,0.6376292353362678,alpha_frontier
adult,ada,isotonic,marginal_cp,0.11,0.7307955517536355,0.12357457262769986,0.6755246186917802,alpha_frontier
adult,ada,isotonic,marginal_cp,0.13,0.6351154833190762,0.06789845429419593,0.9045245163271574,alpha_frontier
adult,ada,isotonic,marginal_cp,0.15000000000000002,0.5577416595380666,0.01893745521547753,1.092619510697103,alpha_frontier
adult,ada,isotonic,marginal_cp,0.17,0.5208297690333619,0.02268400040945849,1.0681134200020472,alpha_frontier
adult,ada,isotonic,marginal_cp,0.19,0.5017964071856287,0.04909407308834067,0.9821066639369433,alpha_frontier
adult,ada,isotonic,marginal_cp,0.21000000000000002,0.5017964071856287,0.060180161736104,0.9386016992527383,alpha_frontier
adult,ada,isotonic,marginal_cp,0.23,0.48712574850299406,0.13397481830279456,0.6528610912068789,alpha_frontier
adult,ada,isotonic,marginal_cp,0.25,0.47104362703165104,0.14358685638243424,0.6402088238304842,alpha_frontier
adult,ada,isotonic,marginal_cp,0.27,0.36569717707442256,0.18711229399119664,0.6073190705292251,alpha_frontier
adult,ada,isotonic,marginal_cp,0.29000000000000004,0.3561163387510693,0.19591565155082402,0.5893131333811035,alpha_frontier
adult,ada,isotonic,marginal_cp,0.31,0.32497861420017105,0.2379670385914628,0.49122735182720856,alpha_frontier
adult,ada,isotonic,marginal_cp,0.33,0.31817792985457655,0.2570989865902344,0.44261439246596374,alpha_frontier
adult,ada,isotonic,marginal_cp,0.35000000000000003,0.3023096663815227,0.29159586446923946,0.3585730371583581,alpha_frontier
adult,ada,isotonic,marginal_cp,0.37,0.2434131736526946,0.3210256935203194,0.3259289589517863,alpha_frontier
adult,ada,isotonic,marginal_cp,0.39,0.22425149700598804,0.3503633944108916,0.2754324905312724,alpha_frontier
adult,ada,isotonic,marginal_cp,0.41000000000000003,0.20414884516680926,0.37401985873682053,0.24115057836011874,alpha_frontier
adult,ada,isotonic,marginal_cp,0.43,0.203464499572284,0.38064284983109836,0.22975739584399632,alpha_frontier
adult,ada,isotonic,marginal_cp,0.45,0.20213857998289136,0.38927218753198894,0.21540587572934794,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.01,0.9949529512403764,0.7196232981881462,0.01358378544375064,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.03,0.9755346449957228,0.49718497287337493,0.07302692189579281,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.05,0.9651411462788708,0.40650015354693425,0.11653188657999795,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.06999999999999999,0.9466638152266895,0.3265124373016685,0.17214658613983008,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.09,0.9313515825491873,0.27814515303511106,0.21858941549800387,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.11,0.9028656971770743,0.2169618179957007,0.29539359197461357,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.13,0.8824208725406331,0.1705292250998055,0.35536902446514484,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.15000000000000002,0.8717707442258341,0.10156617872863138,0.4156208414371993,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.17,0.8614627887082976,0.08582249974408844,0.4438222950148429,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.19,0.8379811804961506,0.06426451018527997,0.5000204729245572,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.21000000000000002,0.8379811804961506,0.021424915549186203,0.5300440167877982,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.23,0.8379811804961506,0.015948408230115674,0.5167161429010134,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.25,0.7963644140290846,0.05688402088238305,0.4603951274439554,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.27,0.7695038494439692,0.10267171665472412,0.39248643668748084,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.29000000000000004,0.7394781864841745,0.1414781451530351,0.34774286006756067,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.31,0.7307955517536355,0.15122325724229707,0.33503941037977275,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.33,0.7307955517536355,0.1573753710717576,0.32562186508342716,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.35000000000000003,0.7249358426005132,0.17281195618794146,0.30523083222438324,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.37,0.705945252352438,0.23573548981472,0.22736206367079537,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.39,0.6882378100940976,0.25246186917801205,0.2154263486539052,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.41000000000000003,0.6530367835757057,0.28680520012283756,0.19096120380796394,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.43,0.608682634730539,0.3291022622581636,0.16160302999283446,alpha_frontier
adult,ada,isotonic,mondrian_cp,0.45,0.594568006843456,0.3439758419490224,0.15309652983928754,alpha_frontier
adult,ada,none,cost_tuned_threshold,,0.954448246364414,0.0,0.4054867437813492,alpha_frontier
adult,ada,none,marginal_cp,0.01,0.9638152266894782,0.5157743883713788,0.08686661889650937,alpha_frontier
adult,ada,none,marginal_cp,0.03,0.8922155688622755,0.36158255706827724,0.2588596581021599,alpha_frontier
adult,ada,none,marginal_cp,0.05,0.8459366980325065,0.2754631999181083,0.3792814003480397,alpha_frontier
adult,ada,none,marginal_cp,0.06999999999999999,0.7890076988879384,0.2239226123451735,0.5164807042686047,alpha_frontier
adult,ada,none,marginal_cp,0.09,0.7313088109495295,0.1504452861091207,0.6648684614597195,alpha_frontier
adult,ada,none,marginal_cp,0.11,0.6659965782720274,0.0982598014126318,0.825990377725458,alpha_frontier
adult,ada,none,marginal_cp,0.13,0.5913601368691189,0.046125499027536085,1.0076568737844203,alpha_frontier
adult,ada,none,marginal_cp,0.15000000000000002,0.5614200171086399,0.018957928140034806,1.083130310164807,alpha_frontier
adult,ada,none,marginal_cp,0.17,0.5034217279726262,0.039441089159586454,1.0143515201146482,alpha_frontier
adult,ada,none,marginal_cp,0.19,0.4807955517536356,0.05443750639778892,0.9877674275770293,alpha_frontier
adult,ada,none,marginal_cp,0.21000000000000002,0.4642429426860565,0.10123861193571501,0.8274439553690245,alpha_frontier
adult,ada,none,marginal_cp,0.23,0.44666381522668946,0.13406694646330228,0.7122632818098065,alpha_frontier
adult,ada,none,marginal_cp,0.25,0.40654405474764754,0.16656771419797317,0.6319479987716246,alpha_frontier
adult,ada,none,marginal_cp,0.27,0.3426005132591959,0.1965196028252636,0.5958951786262668,alpha_frontier
adult,ada,none,marginal_cp,0.29000000000000004,0.3360136869118905,0.21652165011771932,0.5470058347834988,alpha_frontier
adult,ada,none,marginal_cp,0.31,0.33186484174508124,0.24386324086395744,0.46807247415293274,alpha_frontier
adult,ada,none,marginal_cp,0.33,0.319803250641574,0.2817279148326338,0.37306786774490736,alpha_frontier
adult,ada,none,marginal_cp,0.35000000000000003,0.31218990590248075,0.30589620227249464,0.31717678370355207,alpha_frontier
adult,ada,none,marginal_cp,0.37,0.28190761334473907,0.3257651755553281,0.28759340771829256,alpha_frontier
adult,ada,none,marginal_cp,0.39,0.21928999144568007,0.3560241580509776,0.2647353874500972,alpha_frontier
adult,ada,none,marginal_cp,0.41000000000000003,0.202224123182207,0.3808475790766711,0.22670693008496262,alpha_frontier
adult,ada,none,marginal_cp,0.43,0.19649272882805818,0.4059064387347733,0.19386835909509675,alpha_frontier
adult,ada,none,marginal_cp,0.45,0.19101796407185628,0.4330637731599959,0.16064080253864263,alpha_frontier
adult,ada,none,mondrian_cp,0.01,0.9908041060735672,0.6516736615825571,0.024219469751253966,alpha_frontier
adult,ada,none,mondrian_cp,0.03,0.9723695466210437,0.4674378134916573,0.08681543658511617,alpha_frontier
adult,ada,none,mondrian_cp,0.05,0.9547048759623611,0.36702835500051184,0.14457979322346198,alpha_frontier
adult,ada,none,mondrian_cp,0.06999999999999999,0.9357998289136014,0.29115569659125806,0.20482137373323778,alpha_frontier
adult,ada,none,mondrian_cp,0.09,0.9177929854576561,0.25387450097246395,0.25061930596785753,alpha_frontier
adult,ada,none,mondrian_cp,0.11,0.8984602224123183,0.18336574879721568,0.32277612856996624,alpha_frontier
adult,ada,none,mondrian_cp,0.13,0.8759623609923011,0.1290306070222131,0.3925580919234313,alpha_frontier
adult,ada,none,mondrian_cp,0.15000000000000002,0.8567151411462788,0.08468625243115979,0.4532500767734671,alpha_frontier
adult,ada,none,mondrian_cp,0.17,0.8412318220701455,0.05758010031733033,0.4985259494318763,alpha_frontier
adult,ada,none,mondrian_cp,0.19,0.831437125748503,0.04512232572422971,0.5236974101750435,alpha_frontier
adult,ada,none,mondrian_cp,0.21000000000000002,0.8295979469632165,0.02222335960691985,0.5288668236257549,alpha_frontier
adult,ada,none,mondrian_cp,0.23,0.8045337895637298,0.04540894666803153,0.4807349779916061,alpha_frontier
adult,ada,none,mondrian_cp,0.25,0.773011120615911,0.08970211894769167,0.4170130003070939,alpha_frontier
adult,ada,none,mondrian_cp,0.27,0.7513259195893927,0.12309345890060394,0.36946463302282734,alpha_frontier
adult,ada,none,mondrian_cp,0.29000000000000004,0.7308383233532935,0.1556658818712253,0.32548879107380485,alpha_frontier
adult,ada,none,mondrian_cp,0.31,0.7245936698032507,0.17797113317637425,0.29689835192957315,alpha_frontier
adult,ada,none,mondrian_cp,0.33,0.7174935842600514,0.20085986283140547,0.26854335141775004,alpha_frontier
adult,ada,none,mondrian_cp,0.35000000000000003,0.6685201026518393,0.2498618077592384,0.22343126215579895,alpha_frontier
adult,ada,none,mondrian_cp,0.37,0.6540205303678357,0.27218753198894463,0.20428907769474872,alpha_frontier
adult,ada,none,mondrian_cp,0.39,0.6496150556030795,0.294339236359914,0.1849421639881257,alpha_frontier
adult,ada,none,mondrian_cp,0.41000000000000003,0.6091958939264328,0.33553076056914727,0.15548162555020986,alpha_frontier
adult,ada,none,mondrian_cp,0.43,0.583404619332763,0.3627597502303204,0.13389292660456548,alpha_frontier
adult,ada,none,mondrian_cp,0.45,0.5755346449957228,0.3839594636093766,0.12349268092947077,alpha_frontier
adult,ada,sigmoid,cost_tuned_threshold,,0.9553464499572284,0.0,0.4071859965196028,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.01,0.9626603934987168,0.520472924557273,0.08952809908895486,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.03,0.8821214713430283,0.35533831507830893,0.28256730473948205,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.05,0.8320359281437126,0.2944108915958645,0.40452451632715736,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.06999999999999999,0.7651839178785287,0.22112805814310574,0.57034496877879,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.09,0.7177929854576561,0.1746749923226533,0.687071348142082,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.11,0.6343028229255774,0.11295936124475381,0.890623400552769,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.13,0.5797262617621899,0.04735387450097246,1.0330228273108815,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.15000000000000002,0.5061163387510693,0.004104821373733238,1.2122939911966424,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.17,0.47998289136013683,0.02844712867233084,1.1224280888524925,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.19,0.44063301967493584,0.0643566383457877,1.004452861091207,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.21000000000000002,0.4006843455945252,0.09303920565052717,0.9409867949636606,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.23,0.34991445680068434,0.12690142286825673,0.8722387143003377,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.25,0.33922155688622757,0.15236974101750436,0.7879005015866516,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.27,0.3195038494439692,0.19611014433411814,0.6272085167366158,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.29000000000000004,0.3014970059880239,0.21454601289794248,0.5809806530862934,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.31,0.25936698032506417,0.24543965605486745,0.5259494318763436,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.33,0.2414884516680924,0.2646227863650322,0.488791073804893,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.35000000000000003,0.22433704020530368,0.30178114443648274,0.3940935612652267,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.37,0.1979469632164243,0.3347732623605282,0.3271163885761081,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.39,0.1885372112917023,0.35867540178114443,0.2743678984542942,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.41000000000000003,0.18473053892215568,0.38172791483263385,0.23770089057221827,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.43,0.18177929854576563,0.4053843791585628,0.20256935203193777,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.45,0.1712147134302823,0.42765892107687586,0.17457262769986692,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.01,0.9908468776732249,0.6502507933258266,0.024434435459105334,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.03,0.972754491017964,0.46919848500358274,0.08486027228989661,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.05,0.9547476475620188,0.3672535571706418,0.14387347732623607,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.06999999999999999,0.9348588537211292,0.2895178626266762,0.20800491350189376,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.09,0.9134730538922156,0.24762002252021703,0.2634967755143822,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.11,0.8979041916167665,0.18208619101238613,0.324895076261644,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.13,0.8762617621899059,0.1345992425017914,0.3884942163988126,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.15000000000000002,0.8560307955517537,0.08476814412938889,0.4546217627188044,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.17,0.8423866552609068,0.05691473026921896,0.4970518988637527,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.19,0.8318648417450814,0.04387347732623605,0.524976967959873,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.21000000000000002,0.8315654405474765,0.016460231344047498,0.5294912478247518,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.23,0.8127459366980325,0.039328488074521446,0.48453270549698024,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.25,0.7822070145423439,0.08454294195925888,0.41483263384174424,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.27,0.7474764756201882,0.12709591565155082,0.36629132971644995,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.29000000000000004,0.7278443113772455,0.15685331149554713,0.3295526665984236,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.31,0.7226261762189906,0.17556556454089467,0.30366465349575184,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.33,0.7127459366980325,0.20188350905926913,0.27112293991196645,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.35000000000000003,0.6665098374679214,0.2496980243627802,0.22526358890367487,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.37,0.6551325919589392,0.27442931722796604,0.2017094892005323,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.39,0.6453806672369546,0.29715426348653906,0.18361142389190296,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.41000000000000003,0.614841745081266,0.3299825980141263,0.1588084757907667,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.43,0.5813515825491874,0.36052820145357767,0.13853004401678778,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.45,0.5721556886227546,0.38559729757395844,0.1236667007882076,alpha_frontier
adult,et,isotonic,cost_tuned_threshold,,0.9573139435414884,0.0,0.3860579383764971,alpha_frontier
adult,et,isotonic,marginal_cp,0.01,0.9684773310521815,0.5187941447435767,0.0764151909100215,alpha_frontier
adult,et,isotonic,marginal_cp,0.03,0.9121471343028229,0.36473538745009726,0.21424915549186202,alpha_frontier
adult,et,isotonic,marginal_cp,0.05,0.852480752780154,0.26691575391544686,0.3623298188146177,alpha_frontier
adult,et,isotonic,marginal_cp,0.06999999999999999,0.8112489307100086,0.20110553792609273,0.46982290920257963,alpha_frontier
adult,et,isotonic,marginal_cp,0.09,0.7639007698887939,0.14106868666188965,0.591299007063159,alpha_frontier
adult,et,isotonic,marginal_cp,0.11,0.707442258340462,0.09611014433411813,0.7301361449483059,alpha_frontier
adult,et,isotonic,marginal_cp,0.13,0.648759623609923,0.04435459105333197,0.8779301873272598,alpha_frontier
adult,et,isotonic,marginal_cp,0.15000000000000002,0.6186911890504705,0.00456546217627188,0.9507011976660866,alpha_frontier
adult,et,isotonic,marginal_cp,0.17,0.5769461077844311,0.031231446412119973,0.8962227454191831,alpha_frontier
adult,et,isotonic,marginal_cp,0.19,0.517835757057314,0.07076466373221416,0.8183130310164808,alpha_frontier
adult,et,isotonic,marginal_cp,0.21000000000000002,0.4968776732249786,0.10404340260006142,0.7087726481727914,alpha_frontier
adult,et,isotonic,marginal_cp,0.23,0.4784858853721129,0.13479373528508548,0.6197563721977685,alpha_frontier
adult,et,isotonic,marginal_cp,0.25,0.4622326775021386,0.1625959668338622,0.5452758726584093,alpha_frontier
adult,et,isotonic,marginal_cp,0.27,0.40684345594525234,0.19392977786876855,0.5028150271266251,alpha_frontier
adult,et,isotonic,marginal_cp,0.29000000000000004,0.37857142857142856,0.22778175862421945,0.4251816972054458,alpha_frontier
adult,et,isotonic,marginal_cp,0.31,0.34251497005988024,0.26066127546319995,0.3654519398096018,alpha_frontier
adult,et,isotonic,marginal_cp,0.33,0.2954234388366125,0.2831917289384789,0.34542941959258877,alpha_frontier
adult,et,isotonic,marginal_cp,0.35000000000000003,0.27822925577416596,0.29940628518783907,0.3209130924352544,alpha_frontier
adult,et,isotonic,marginal_cp,0.37,0.26295979469632164,0.3256423380079844,0.27620022520217014,alpha_frontier
adult,et,isotonic,marginal_cp,0.39,0.23584260051325917,0.3404544989251715,0.26189988739891495,alpha_frontier
adult,et,isotonic,marginal_cp,0.41000000000000003,0.22224123182207017,0.3649810625447845,0.22368717371276486,alpha_frontier
adult,et,isotonic,marginal_cp,0.43,0.2099230111206159,0.3944620739072576,0.17948612959361246,alpha_frontier
adult,et,isotonic,marginal_cp,0.45,0.18699743370402053,0.4236155184768144,0.14945234926809295,alpha_frontier
adult,et,isotonic,mondrian_cp,0.01,0.9918733960650128,0.629092025795885,0.025365953526461253,alpha_frontier
adult,et,isotonic,mondrian_cp,0.03,0.974764756201882,0.4571399324393489,0.07937352850854744,alpha_frontier
adult,et,isotonic,mondrian_cp,0.05,0.9592386655260906,0.354744600266148,0.13156924966731498,alpha_frontier
adult,et,isotonic,mondrian_cp,0.06999999999999999,0.9403763900769888,0.2789845429419593,0.19050056300542534,alpha_frontier
adult,et,isotonic,mondrian_cp,0.09,0.9276732249786143,0.23491657283242912,0.232244856177705,alpha_frontier
adult,et,isotonic,mondrian_cp,0.11,0.9138579982891362,0.18699969290613164,0.2799570068584297,alpha_frontier
adult,et,isotonic,mondrian_cp,0.13,0.9036355859709154,0.15154058757293482,0.31784215375166347,alpha_frontier
adult,et,isotonic,mondrian_cp,0.15000000000000002,0.8829341317365269,0.1081891698229092,0.3794656566690552,alpha_frontier
adult,et,isotonic,mondrian_cp,0.17,0.8550042771599659,0.044620739072576514,0.4670385914627905,alpha_frontier
adult,et,isotonic,mondrian_cp,0.19,0.8399486740804105,0.01876343535674071,0.5088238304841847,alpha_frontier
adult,et,isotonic,mondrian_cp,0.21000000000000002,0.8210863986313088,0.02739277305763128,0.4826901422868256,alpha_frontier
adult,et,isotonic,mondrian_cp,0.23,0.8125748502994012,0.04331047190091104,0.45865492885658715,alpha_frontier
adult,et,isotonic,mondrian_cp,0.25,0.7902053036783576,0.07892312416828744,0.40791278534138603,alpha_frontier
adult,et,isotonic,mondrian_cp,0.27,0.7666809238665526,0.1148633432285802,0.3618282321629645,alpha_frontier
adult,et,isotonic,mondrian_cp,0.29000000000000004,0.7538922155688623,0.13629849524004506,0.33240863957416317,alpha_frontier
adult,et,isotonic,mondrian_cp,0.31,0.7304106073567151,0.1823625754939093,0.26847169618179956,alpha_frontier
adult,et,isotonic,mondrian_cp,0.33,0.7134302822925578,0.20897737741836422,0.24263486539052104,alpha_frontier
adult,et,isotonic,mondrian_cp,0.35000000000000003,0.7021813515825492,0.24162145562493603,0.2028662094380182,alpha_frontier
adult,et,isotonic,mondrian_cp,0.37,0.6762189905902481,0.2599754324905313,0.1904084348449176,alpha_frontier
adult,et,isotonic,mondrian_cp,0.39,0.6405474764756203,0.3097348756269833,0.15242092332889753,alpha_frontier
adult,et,isotonic,mondrian_cp,0.41000000000000003,0.6201881950384944,0.3271163885761081,0.1422356433616542,alpha_frontier
adult,et,isotonic,mondrian_cp,0.43,0.6091103507271172,0.3473026921895793,0.12974715938171769,alpha_frontier
adult,et,isotonic,mondrian_cp,0.45,0.58169375534645,0.37340567100010236,0.11682874398607841,alpha_frontier
adult,et,none,cost_tuned_threshold,,0.9573139435414884,0.0,0.3868256730473948,alpha_frontier
adult,et,none,marginal_cp,0.01,0.9615483319076134,0.5018732725969904,0.0922305251305149,alpha_frontier
adult,et,none,marginal_cp,0.03,0.8948674080410607,0.3434333094482547,0.25491862012488486,alpha_frontier
adult,et,none,marginal_cp,0.05,0.8367835757057314,0.2534240966322039,0.39901729962125093,alpha_frontier
adult,et,none,marginal_cp,0.06999999999999999,0.7782720273738237,0.18204524516327159,0.5455829665267684,alpha_frontier
adult,et,none,marginal_cp,0.09,0.7241231822070145,0.12536595352646124,0.6814822397379465,alpha_frontier
adult,et,none,marginal_cp,0.11,0.6689905902480753,0.07286313849933462,0.8209949841334835,alpha_frontier
adult,et,none,marginal_cp,0.13,0.6197604790419161,0.026184870508752178,0.9476609683693316,alpha_frontier
adult,et,none,marginal_cp,0.15000000000000002,0.5730538922155689,0.01411608148223974,0.9853516224792711,alpha_frontier
adult,et,none,marginal_cp,0.17,0.531950384944397,0.051857917903572526,0.8760159688811546,alpha_frontier
adult,et,none,marginal_cp,0.19,0.49071856287425153,0.0893131333811035,0.7748694851059474,alpha_frontier
adult,et,none,marginal_cp,0.21000000000000002,0.45654405474764753,0.1228580202681953,0.6884020882383048,alpha_frontier
adult,et,none,marginal_cp,0.23,0.42540633019674934,0.15475483672842666,0.6071552871327669,alpha_frontier
adult,et,none,marginal_cp,0.25,0.3957228400342173,0.18359095096734568,0.5417852390213942,alpha_frontier
adult,et,none,marginal_cp,0.27,0.36424294268605645,0.21319479987716244,0.479301873272597,alpha_frontier
adult,et,none,marginal_cp,0.29000000000000004,0.33404619332763047,0.2407718292558092,0.42250998055072164,alpha_frontier
adult,et,none,marginal_cp,0.31,0.3043627031650984,0.2678882178319173,0.3738867847271983,alpha_frontier
adult,et,none,marginal_cp,0.33,0.2766039349871685,0.29355102876445904,0.33069915037363085,alpha_frontier
adult,et,none,marginal_cp,0.35000000000000003,0.24867408041060735,0.3203091411608148,0.28809499436994573,alpha_frontier
adult,et,none,marginal_cp,0.37,0.22570573139435415,0.343904186713072,0.2537516634251203,alpha_frontier
adult,et,none,marginal_cp,0.39,0.2032934131736527,0.36797010953014636,0.22224383253147711,alpha_frontier
adult,et,none,marginal_cp,0.41000000000000003,0.1804961505560308,0.39185177602620536,0.19129900706315897,alpha_frontier
adult,et,none,marginal_cp,0.43,0.16000855431993158,0.4150066537004811,0.16705906438734772,alpha_frontier
adult,et,none,marginal_cp,0.45,0.13943541488451666,0.43814105845019957,0.1424198996826697,alpha_frontier
adult,et,none,mondrian_cp,0.01,0.9890076988879384,0.5906131640904904,0.033872453680008185,alpha_frontier
adult,et,none,mondrian_cp,0.03,0.9715996578272028,0.42431159791176165,0.09106356843075034,alpha_frontier
adult,et,none,mondrian_cp,0.05,0.9532078699743372,0.32547855461152625,0.1513153854028048,alpha_frontier
adult,et,none,mondrian_cp,0.06999999999999999,0.9338751069289991,0.25436585116183846,0.21190500563005427,alpha_frontier
adult,et,none,mondrian_cp,0.09,0.9150556030795551,0.19472822192650222,0.27281195618794146,alpha_frontier
adult,et,none,mondrian_cp,0.11,0.8969204448246364,0.14321834374040332,0.33195823523390317,alpha_frontier
adult,et,none,mondrian_cp,0.13,0.8785714285714287,0.09619203603234722,0.39125806121404444,alpha_frontier
adult,et,none,mondrian_cp,0.15000000000000002,0.8597091531223267,0.05480601903981984,0.4509571092230525,alpha_frontier
adult,et,none,mondrian_cp,0.17,0.8402908468776731,0.013798751151602007,0.5126932132255092,alpha_frontier
adult,et,none,mondrian_cp,0.19,0.8187767322497862,0.0246494011669567,0.4938478861705395,alpha_frontier
adult,et,none,mondrian_cp,0.21000000000000002,0.8002138579982893,0.05998566895280991,0.43584809089978505,alpha_frontier
adult,et,none,mondrian_cp,0.23,0.77972626176219,0.09554713890879311,0.3811546729450302,alpha_frontier
adult,et,none,mondrian_cp,0.25,0.7612489307100085,0.12710615211382947,0.33897021189476917,alpha_frontier
adult,et,none,mondrian_cp,0.27,0.7429426860564585,0.1584706725355717,0.29895588084757907,alpha_frontier
adult,et,none,mondrian_cp,0.29000000000000004,0.7217707442258341,0.1898249564950353,0.260517964991299,alpha_frontier
adult,et,none,mondrian_cp,0.31,0.7020102651839178,0.2193776230934589,0.22982905107994678,alpha_frontier
adult,et,none,mondrian_cp,0.33,0.6804106073567151,0.24944211280581433,0.20139215886989453,alpha_frontier
adult,et,none,mondrian_cp,0.35000000000000003,0.6577416595380667,0.2787183949227147,0.17606715119254784,alpha_frontier
adult,et,none,mondrian_cp,0.37,0.6384944396920444,0.30511823113931824,0.1558910840413553,alpha_frontier
adult,et,none,mondrian_cp,0.39,0.6204875962360992,0.3308731702323677,0.1368717371276487,alpha_frontier
adult,et,none,mondrian_cp,0.41000000000000003,0.598502994011976,0.35615723206059985,0.12197768451223256,alpha_frontier
adult,et,none,mondrian_cp,0.43,0.5790846877673225,0.379977479782987,0.10959156515508242,alpha_frontier
adult,et,none,mondrian_cp,0.45,0.5593242087254063,0.4041252942982905,0.09758419490224178,alpha_frontier
adult,et,sigmoid,cost_tuned_threshold,,0.9552609067579129,0.0,0.3861091206878903,alpha_frontier
adult,et,sigmoid,marginal_cp,0.01,0.962874251497006,0.50112601085065,0.08940526154161121,alpha_frontier
adult,et,sigmoid,marginal_cp,0.03,0.9011548331907614,0.34582864162145566,0.24090490326543149,alpha_frontier
adult,et,sigmoid,marginal_cp,0.05,0.8468776732249786,0.25463199918108304,0.3774081277510492,alpha_frontier
adult,et,sigmoid,marginal_cp,0.06999999999999999,0.7880667236954662,0.18284368922100522,0.5248438939502508,alpha_frontier
adult,et,sigmoid,marginal_cp,0.09,0.7360992301112061,0.12657385607534039,0.6558194288054049,alpha_frontier
adult,et,sigmoid,marginal_cp,0.11,0.6837467921300256,0.07518681543658512,0.7886682362575493,alpha_frontier
adult,et,sigmoid,marginal_cp,0.13,0.6337040205303678,0.027536083529532195,0.9176169515815336,alpha_frontier
adult,et,sigmoid,marginal_cp,0.15000000000000002,0.5899486740804105,0.012457774593100625,0.9587880028662095,alpha_frontier
