dataset,model,probability_calibration,marginal_minority_coverage,mondrian_minority_coverage,coverage_gain,mondrian_abstention,mondrian_cost,break_even_defer_cost,failure_mode
wilt,hgb,none,0.19423076923076923,0.9096153846153847,0.7153846153846155,0.08006198347107438,0.03171487603305785,0.407741935483871,marginal_undercoverage
wilt,et,none,0.0,0.9096153846153845,0.9096153846153845,0.07985537190082645,0.029235537190082643,0.4023285899094437,marginal_undercoverage
wilt,rf,sigmoid,0.0,0.896153846153846,0.896153846153846,0.07882231404958678,0.036466942148760326,0.41939711664482304,marginal_undercoverage
wilt,rf,none,0.1634615384615385,0.9153846153846155,0.7519230769230769,0.07820247933884297,0.033471074380165285,0.4319682959048877,marginal_undercoverage
sick_numeric,hgb,sigmoid,0.0,0.9195652173913045,0.9195652173913045,0.07735099337748344,0.024238410596026494,0.6763698630136986,marginal_undercoverage
wilt,gb,none,0.16538461538461538,0.8865384615384615,0.7211538461538461,0.07634297520661157,0.03419421487603306,0.5196211096075778,marginal_undercoverage
wilt,et,sigmoid,0.0,0.9038461538461539,0.9038461538461539,0.07603305785123968,0.039359504132231396,0.36141304347826086,marginal_undercoverage
wilt,hgb,sigmoid,0.0,0.8884615384615385,0.8884615384615385,0.07551652892561983,0.04297520661157024,0.36662106703146374,marginal_undercoverage
sick_numeric,rf,none,0.0,0.9130434782608695,0.9130434782608695,0.07350993377483443,0.043576158940397354,0.3783783783783784,marginal_undercoverage
sick_numeric,gb,none,0.13043478260869565,0.9,0.7695652173913043,0.07311258278145696,0.03350993377483444,0.5036231884057971,marginal_undercoverage
sick_numeric,gb,sigmoid,0.0,0.8913043478260869,0.8913043478260869,0.0671523178807947,0.04556291390728477,0.5266272189349113,marginal_undercoverage
sick_numeric,rf,sigmoid,0.0,0.9130434782608697,0.9130434782608697,0.06304635761589403,0.05682119205298013,0.34033613445378147,marginal_undercoverage
wilt,logreg,none,0.011538461538461539,0.8884615384615383,0.8769230769230768,0.0590909090909091,0.07076446280991736,0.46503496503496505,marginal_undercoverage
sick_numeric,ada,sigmoid,0.0,0.9000000000000001,0.9000000000000001,0.05721854304635761,0.0733774834437086,0.38657407407407407,marginal_undercoverage
wilt,logreg,sigmoid,0.0,0.8923076923076924,0.8923076923076924,0.05661157024793388,0.07128099173553719,0.6277372262773723,marginal_undercoverage
wilt,ada,none,0.19038461538461537,0.898076923076923,0.7076923076923076,0.055371900826446274,0.054648760330578514,0.7425373134328358,marginal_undercoverage
sick_numeric,ada,none,0.028260869565217388,0.9108695652173913,0.8826086956521739,0.05417218543046357,0.06807947019867551,0.2909535452322738,marginal_undercoverage
sick_numeric,et,sigmoid,0.0,0.9173913043478261,0.9173913043478261,0.043046357615894044,0.09854304635761589,0.4461538461538462,marginal_undercoverage
sick_numeric,et,none,0.0,0.9173913043478261,0.9173913043478261,0.040794701986754965,0.09152317880794701,0.724025974025974,marginal_undercoverage
credit_g,logreg,isotonic,0.7966666666666666,0.945,0.14833333333333332,0.727,0.197,0.656808803301238,watch
uci_default,logreg,isotonic,0.5999246420497364,0.9452901281085155,0.34536548605877915,0.72255,0.18995,0.8131155860032755,watch
pc1,gnb,none,0.3375,0.93125,0.59375,0.7166666666666666,0.1346846846846847,0.5719673161533627,watch
credit_g,gb,isotonic,0.8416666666666666,0.9583333333333333,0.1166666666666667,0.715,0.17250000000000001,0.7279720279720279,watch
oil_spill,et,isotonic,0.2375,0.9875,0.75,0.701063829787234,0.06382978723404256,0.251896813353566,watch
credit_g,ada,isotonic,0.8299999999999998,0.9516666666666668,0.12166666666666692,0.695,0.188,0.7294964028776978,watch
credit_g,gnb,isotonic,0.8166666666666667,0.9366666666666665,0.11999999999999988,0.6935,0.22599999999999998,0.631578947368421,watch
uci_default,gnb,isotonic,0.5867370007535795,0.9278070836473248,0.3410700828937453,0.6926666666666667,0.2192333333333333,0.8116939364773821,watch
oil_spill,hgb,isotonic,0.2625,0.9625,0.7,0.6776595744680851,0.06382978723404255,0.2637362637362637,watch
oil_spill,gnb,none,0.9375,0.9,-0.03749999999999998,0.675531914893617,0.1632978723404255,0.3543307086614173,watch
sick_numeric,gnb,none,1.0,0.9304347826086957,-0.06956521739130428,0.6750993377483444,0.051523178807947025,0.8122424955856387,watch
credit_g,et,isotonic,0.8233333333333333,0.9533333333333334,0.13000000000000012,0.6539999999999999,0.1895,0.650611620795107,watch
uci_default,logreg,none,0.5627731725697062,0.9070836473247927,0.3443104747550866,0.6363833333333333,0.28361666666666674,0.7780687740617552,watch
uci_default,ada,isotonic,0.5889977392614921,0.9415975885455914,0.35259984928409926,0.6354833333333332,0.19666666666666666,0.8285556925175064,watch
uci_default,logreg,sigmoid,0.5698568198944989,0.9054257724189902,0.33556895252449137,0.6352333333333333,0.2877166666666667,0.7710814923650102,watch
credit_g,rf,isotonic,0.8366666666666667,0.9433333333333331,0.10666666666666647,0.6255,0.21200000000000002,0.6730615507593924,watch
uci_default,gnb,sigmoid,0.5517709118311982,0.9024114544084402,0.350640542577242,0.6088999999999999,0.29364999999999997,0.8050309300925166,watch
seismic_bumps,gnb,none,0.7441176470588236,0.9147058823529413,0.1705882352941177,0.6077369439071567,0.14642166344294005,0.5235518777848505,watch
uci_default,gnb,none,0.901507159005275,0.9013564431047476,-0.00015071590052739836,0.6068833333333334,0.2961,0.8078158899294208,watch
uci_default,gb,isotonic,0.6037678975131877,0.9320271288620949,0.3282592313489072,0.5904166666666667,0.21953333333333336,0.8301764290755116,watch
uci_default,rf,isotonic,0.5874152223059532,0.9201959306706857,0.3327807083647325,0.5814666666666667,0.24318333333333336,0.8209412978674616,watch
credit_g,gnb,none,0.8716666666666667,0.9033333333333333,0.03166666666666662,0.574,0.3375,0.5914634146341463,watch
uci_default,et,isotonic,0.5900527505651847,0.9216277317256969,0.3315749811605122,0.5739833333333333,0.24611666666666668,0.823949592032289,watch
credit_g,gnb,sigmoid,0.6966666666666667,0.8966666666666667,0.20000000000000007,0.5674999999999999,0.361,0.601762114537445,watch
credit_g,logreg,sigmoid,0.7133333333333333,0.9083333333333332,0.19499999999999995,0.563,0.3415,0.6420959147424512,watch
credit_g,gb,sigmoid,0.6783333333333333,0.9116666666666665,0.23333333333333317,0.5549999999999999,0.327,0.6513513513513514,watch
uci_default,hgb,isotonic,0.5981160512434063,0.9151469480030144,0.31703089675960816,0.5540833333333334,0.2581833333333333,0.8172055948262897,watch
credit_g,hgb,sigmoid,0.6966666666666668,0.9066666666666666,0.20999999999999985,0.5525,0.3385,0.5692307692307692,watch
uci_default,ada,sigmoid,0.5740015071590053,0.9085908063300678,0.3345892991710625,0.5489499999999999,0.27756666666666663,0.808391778243313,watch
credit_g,logreg,none,0.7383333333333334,0.8966666666666665,0.1583333333333331,0.5475000000000001,0.374,0.6401826484018265,watch
uci_default,ada,none,0.6042200452147701,0.9086661642803315,0.3044461190655614,0.5473833333333334,0.27746666666666664,0.8048594829948543,watch
credit_g,ada,none,0.7449999999999999,0.8983333333333334,0.15333333333333354,0.5355,0.38050000000000006,0.6106442577030813,watch
credit_g,ada,sigmoid,0.7233333333333334,0.9083333333333332,0.18499999999999983,0.5295000000000001,0.34950000000000003,0.5977337110481586,watch
pc1,hgb,none,0.2125,0.94375,0.73125,0.5256756756756757,0.11621621621621622,0.4215938303341903,watch
credit_g,rf,none,0.6916666666666667,0.9166666666666666,0.22499999999999998,0.525,0.319,0.6390476190476191,watch
uci_default,rf,sigmoid,0.573775433308214,0.9012057272042199,0.32743029389600586,0.5218,0.29711666666666664,0.806055960137984,watch
uci_default,rf,none,0.5845516201959307,0.9024114544084402,0.3178598342125095,0.5198,0.29396666666666665,0.811177375913813,watch
credit_g,gb,none,0.755,0.9033333333333331,0.1483333333333331,0.515,0.3565,0.6553398058252426,watch
credit_g,rf,sigmoid,0.6799999999999999,0.9266666666666665,0.2466666666666666,0.5130000000000001,0.28600000000000003,0.6861598440545809,watch
uci_default,et,sigmoid,0.5758854559155991,0.9020346646571212,0.3261492087415221,0.5118833333333332,0.29601666666666665,0.8264252922215348,watch
credit_g,hgb,none,0.7416666666666667,0.9083333333333332,0.16666666666666652,0.5115,0.34600000000000003,0.6129032258064516,watch
uci_default,gb,sigmoid,0.5728711379050491,0.9038432554634515,0.3309721175584024,0.5091166666666667,0.2909833333333333,0.8127803057583396,watch
uci_default,et,none,0.5752825923134891,0.9015825169555388,0.3262999246420497,0.5088166666666667,0.29796666666666666,0.8103115070916178,watch
uci_default,gb,none,0.5778447626224568,0.90542577241899,0.32758100979653326,0.5062,0.28875,0.8161135256156986,watch
uci_default,hgb,sigmoid,0.5711379050489827,0.9009042954031651,0.3297663903541824,0.50575,0.2983833333333333,0.8193771626297578,watch
uci_default,hgb,none,0.577467972871138,0.9025621703089675,0.3250941974378294,0.50525,0.29461666666666664,0.8187365990433779,watch
credit_g,et,none,0.6816666666666666,0.9033333333333333,0.22166666666666668,0.4955,0.3575,0.5751765893037336,watch
credit_g,et,sigmoid,0.68,0.9049999999999999,0.22499999999999987,0.4845,0.355,0.5386996904024768,watch
ozone_level_8hr,gnb,none,0.940625,0.9125,-0.028125000000000067,0.4285996055226823,0.14871794871794874,0.5816843074091118,watch
wilt,gnb,none,0.5442307692307693,0.9134615384615383,0.36923076923076903,0.41311983471074376,0.13915289256198346,0.44486121530382594,watch
bank_marketing,gnb,sigmoid,0.2120037807183365,0.9022684310018902,0.6902646502835538,0.39192745770209,0.2020015481587969,0.7343829355002539,watch
bank_marketing,gnb,none,0.65586011342155,0.9038752362948961,0.24801512287334604,0.3909543293154927,0.19996682516863873,0.7394354245629915,watch
adult,gnb,isotonic,0.6593669803250641,0.9175791274593669,0.25821214713430274,0.359873067867745,0.26433616542123045,0.7294914097166914,watch
adult,logreg,isotonic,0.6832763045337896,0.912189905902481,0.22891360136869132,0.3565871634763026,0.2791790357252533,0.7408066599684225,watch
bank_marketing,logreg,isotonic,0.35538752362948955,0.9210775047258981,0.5656899810964086,0.3188985955988057,0.1667809355302444,0.7536583674318607,watch
adult,logreg,sigmoid,0.6491873396065013,0.9003421727972626,0.25115483319076126,0.31490428907769474,0.31588698945644383,0.721223547768423,watch
adult,logreg,none,0.6465355004277159,0.900470487596236,0.25393498716852014,0.3145153035111065,0.3159074623810011,0.7171358828315704,watch
adult,gnb,sigmoid,0.6181351582549188,0.9017964071856287,0.2836612489307099,0.31113727095915655,0.31155696591258064,0.7408455338049021,watch
adult,gnb,none,0.6958511548331907,0.901753635585971,0.20590248075278028,0.3108608864776333,0.311659330535367,0.7226356691253952,watch
bank_marketing,logreg,none,0.26578449905482043,0.9066162570888467,0.6408317580340264,0.2697998451841203,0.19563198053743228,0.775473399458972,watch
bank_marketing,logreg,sigmoid,0.26531190926275994,0.9068998109640832,0.6415879017013233,0.26915846511113567,0.19522282428397655,0.7793344289235826,watch
adult,ada,isotonic,0.7371257485029941,0.9292557741659537,0.19213002566295967,0.2681134200020473,0.22748490121813902,0.6802458766035431,watch
bank_marketing,ada,isotonic,0.4001890359168242,0.912476370510397,0.5122873345935728,0.21915293597257546,0.17719783257768437,0.8277828236956302,watch
adult,ada,none,0.7119760479041917,0.9100940975192472,0.19811804961505552,0.21806735592179344,0.2841744293172279,0.5563066234802609,watch
adult,ada,sigmoid,0.6553464499572283,0.9063729683490163,0.2510265183917879,0.21450506704882794,0.293325826594329,0.5308041040324505,watch
adult,et,isotonic,0.741360136869119,0.9179213002566297,0.1765611633875107,0.20260006141877365,0.2648275156106049,0.5983730800323362,watch
adult,rf,isotonic,0.7063729683490162,0.9145423438836613,0.2081693755346451,0.19114546012897943,0.2730781042071859,0.6016708616719327,watch
bank_marketing,ada,none,0.3305293005671078,0.9013232514177695,0.5707939508506616,0.18534778281543737,0.20207895609863985,0.8612254638744705,watch
bank_marketing,ada,sigmoid,0.20869565217391303,0.9020793950850662,0.6933837429111531,0.18467322791109145,0.2019241402189539,0.8517365269461078,watch
adult,hgb,isotonic,0.7171086398631309,0.9214285714285714,0.20431993156544048,0.17811444364827517,0.25130514894052614,0.5867816091954023,watch
adult,gb,isotonic,0.7152694610778443,0.9134302822925578,0.19816082121471357,0.17413245982188558,0.2749820861910124,0.5636940803009817,watch
adult,et,sigmoid,0.711120615911035,0.906672369546621,0.19555175363558597,0.1700174019858737,0.3004811137270959,0.503642603407791,watch
adult,et,none,0.6965782720273739,0.9063729683490163,0.20979469632164238,0.16885044528610912,0.30162759750230317,0.5045771445892695,watch
adult,rf,sigmoid,0.6996150556030796,0.9068862275449103,0.20727117194183076,0.166178728631385,0.3004708772648173,0.5181717383269681,watch
adult,rf,none,0.6998716852010265,0.9058597091531224,0.20598802395209592,0.16427474664755862,0.3035111065615723,0.4969466600199402,watch
adult,gb,sigmoid,0.6956800684345594,0.9074422583404619,0.21176218990590245,0.14674992322653294,0.29942675811239633,0.5009765625,watch
adult,gb,none,0.6900769888793841,0.9048331907613344,0.21475620188195033,0.1434742552973692,0.30592691165933056,0.439783105022831,watch
adult,hgb,sigmoid,0.7129597946963216,0.9078272027373824,0.19486740804106073,0.13621660354181594,0.297492066741734,0.41451867438190426,watch
bank_marketing,rf,isotonic,0.46748582230623814,0.924952741020794,0.4574669187145558,0.13203582881787018,0.16428176490102842,0.8120603015075376,watch
adult,hgb,none,0.7171514114627887,0.9060307955517537,0.18887938408896499,0.1315794861295936,0.30205752891800597,0.3716352886261086,watch
bank_marketing,gb,isotonic,0.48705103969754254,0.9113421550094518,0.4242911153119093,0.13053190312949242,0.18255003870396994,0.8147238224330735,watch
bank_marketing,hgb,isotonic,0.5003780718336484,0.9216446124763706,0.4212665406427223,0.12095543514320468,0.16257879022448302,0.80654598646919,watch
bank_marketing,et,isotonic,0.48894139886578447,0.9139886578449905,0.42504725897920603,0.1187990711047219,0.17936525489328764,0.8273294238108535,watch
miniboone,logreg,isotonic,0.8002191780821917,0.9095890410958904,0.10936986301369878,0.10660823434436628,0.3195056317994849,0.35320207702293377,watch
bank_marketing,gb,none,0.3718336483931947,0.902835538752363,0.5310018903591682,0.10295255999115338,0.20085148733827268,0.8620837808807733,watch
bank_marketing,gb,sigmoid,0.3780718336483932,0.9000945179584121,0.5220226843100189,0.10200154815879688,0.20498728298131152,0.834887250650477,watch
bank_marketing,et,sigmoid,0.36975425330812856,0.9034971644612476,0.5337429111531191,0.0953223487780604,0.1992259206015703,0.827030162412993,watch
bank_marketing,rf,sigmoid,0.4051984877126654,0.9070888468809073,0.5018903591682419,0.09480260975340042,0.1950569501271702,0.7937711419573079,watch
bank_marketing,et,none,0.26143667296786394,0.9035916824196597,0.6421550094517958,0.09060046444763907,0.19903792989052307,0.796533626266325,watch
bank_marketing,rf,none,0.3824196597353497,0.9040642722117201,0.5216446124763705,0.08743779719119761,0.19876147296251245,0.7923359048943974,watch
wilt,ada,isotonic,0.4365384615384615,0.9192307692307693,0.4826923076923078,0.07809917355371901,0.06673553719008266,0.4325396825396825,watch
bank_marketing,hgb,sigmoid,0.4119092627599244,0.9022684310018902,0.49035916824196585,0.07528475063585092,0.201614508459582,0.7749706227967097,watch
bank_marketing,hgb,none,0.43412098298676743,0.8984877126654066,0.4643667296786392,0.06995466106380625,0.20573924582550038,0.7111919064179577,watch
miniboone,hgb,none,0.8259726027397261,0.9014931506849315,0.07552054794520546,0.05812862799369545,0.11919809326106176,0.46570993981879505,watch
miniboone,hgb,sigmoid,0.8110821917808219,0.9004520547945205,0.08936986301369865,0.05760196824664591,0.12258870564717639,0.416444207154298,watch
miniboone,rf,none,0.8081095890410959,0.900082191780822,0.09197260273972618,0.0528043670472456,0.14428170530119558,0.27140361094933024,watch
aps_failure,et,isotonic,0.22400000000000003,0.9029090909090908,0.6789090909090907,0.04581578947368421,0.019486842105263157,0.2665134979896611,watch
aps_failure,rf,isotonic,0.25309090909090903,0.9087272727272728,0.6556363636363638,0.04356578947368421,0.018986842105263156,0.252189670794322,watch
sick_numeric,rf,isotonic,0.5456521739130434,0.9434782608695651,0.39782608695652166,0.04092715231788079,0.06874172185430463,0.39158576051779936,watch
wilt,hgb,isotonic,0.4807692307692307,0.9346153846153845,0.4538461538461538,0.031095041322314047,0.056714876033057846,0.47508305647840526,watch
sick_numeric,hgb,isotonic,0.4804347826086957,0.9434782608695652,0.4630434782608695,0.019072847682119205,0.05827814569536425,0.798611111111111,watch
sick_numeric,gb,isotonic,0.46739130434782605,0.9130434782608697,0.4456521739130437,0.015496688741721856,0.07350993377483445,0.6495726495726496,watch
