dataset,model,probability_calibration,marginal_minority_coverage,mondrian_minority_coverage,coverage_gain,mondrian_abstention,mondrian_cost,break_even_defer_cost,failure_mode
pc1,gnb,sigmoid,0.0,0.98125,0.98125,0.8094594594594595,0.1018018018018018,0.5598219254312744,high_abstention
seismic_bumps,et,isotonic,0.011764705882352941,0.9705882352941178,0.9588235294117649,0.8059961315280464,0.0725338491295938,0.4674826013918887,high_abstention
diabetes130us,logreg,isotonic,0.134375,0.9372359154929578,0.8028609154929578,0.7843126658150732,0.1315318856244473,0.8388990159046348,high_abstention
seismic_bumps,gb,isotonic,0.0029411764705882353,0.9647058823529411,0.9617647058823529,0.7829787234042553,0.07891682785299806,0.5264328063241107,high_abstention
pc1,hgb,isotonic,0.1375,0.96875,0.83125,0.7824324324324325,0.060810810810810814,0.4231433506044905,high_abstention
diabetes130us,ada,isotonic,0.13842429577464785,0.935343309859155,0.7969190140845072,0.7714699813304511,0.13997248698044612,0.8207164464257284,high_abstention
seismic_bumps,rf,isotonic,0.008823529411764706,0.9588235294117646,0.95,0.767504835589942,0.08588007736943908,0.47933467741935487,high_abstention
credit_g,hgb,isotonic,0.8300000000000001,0.9633333333333335,0.13333333333333341,0.767,0.1315,0.6897001303780965,high_abstention
pc1,gb,isotonic,0.13125,0.95625,0.8250000000000001,0.7603603603603604,0.06216216216216216,0.4881516587677725,high_abstention
oil_spill,gb,isotonic,0.1125,1.0,0.8875,0.7585106382978724,0.03723404255319149,0.31556802244039267,high_abstention
oil_spill,ada,isotonic,0.2375,0.9625,0.7250000000000001,0.7372340425531915,0.0675531914893617,0.23665223665223667,low_review_cost_tolerance
oil_spill,rf,isotonic,0.15,0.975,0.825,0.7202127659574468,0.07180851063829788,0.23338257016248154,low_review_cost_tolerance
mammography,logreg,isotonic,0.21730769230769229,0.9615384615384615,0.7442307692307691,0.6595440321859634,0.070317389360751,0.04005693371289142,low_review_cost_tolerance
mammography,gnb,isotonic,0.05,0.9615384615384615,0.9115384615384614,0.6150201162270899,0.09097004917299956,0.031036487861607794,low_review_cost_tolerance
mammography,hgb,isotonic,0.40576923076923077,0.973076923076923,0.5673076923076922,0.5874385337505588,0.0396960214573089,0.049996195114527055,low_review_cost_tolerance
fraud,rf,isotonic,0.5232323232323232,0.9555555555555555,0.43232323232323233,0.580990835995927,0.039068150696955864,0.0,low_review_cost_tolerance
mammography,ada,isotonic,0.12115384615384617,0.95,0.8288461538461538,0.5231113097898972,0.06468484577559232,0.04477867031276704,low_review_cost_tolerance
sick_numeric,logreg,isotonic,0.11956521739130435,0.9630434782608697,0.8434782608695653,0.48529801324503313,0.09403973509933775,0.19104803493449782,low_review_cost_tolerance
mammography,et,isotonic,0.3365384615384615,0.9499999999999998,0.6134615384615383,0.4560572194903889,0.06678587393831023,0.0,low_review_cost_tolerance
mammography,gb,isotonic,0.24230769230769228,0.9307692307692308,0.6884615384615385,0.44148413053196245,0.05507375949932947,0.06500607533414336,low_review_cost_tolerance
mammography,logreg,sigmoid,0.0,0.926923076923077,0.926923076923077,0.41484130531962443,0.11144389807778274,0.0,low_review_cost_tolerance
mammography,rf,isotonic,0.37115384615384617,0.9403846153846154,0.5692307692307692,0.4134108180599017,0.07147966025927581,0.0,low_review_cost_tolerance
mammography,logreg,none,0.1096153846153846,0.9288461538461539,0.8192307692307693,0.4118909253464461,0.11153330353151543,0.0,low_review_cost_tolerance
fraud,rf,sigmoid,0.0,0.9313131313131313,0.9313131313131313,0.392370352164601,0.05644991397773955,0.0,low_review_cost_tolerance
aps_failure,gnb,isotonic,0.0,0.9341818181818182,0.9341818181818182,0.3824407894736842,0.04580263157894737,0.02592420567339285,low_review_cost_tolerance
mammography,hgb,sigmoid,0.0,0.925,0.925,0.3381761287438534,0.06025927581582476,0.03185723727693325,low_review_cost_tolerance
fraud,et,isotonic,0.5484848484848485,0.9434343434343434,0.39494949494949494,0.3287226572100699,0.02812401249956111,0.0,low_review_cost_tolerance
mammography,hgb,none,0.14807692307692308,0.923076923076923,0.7749999999999999,0.32597228430934283,0.06736700938757265,0.0002742731760833774,low_review_cost_tolerance
mammography,ada,none,0.06923076923076923,0.9115384615384616,0.8423076923076924,0.30491729995529726,0.11282968261063926,0.0,low_review_cost_tolerance
mammography,gnb,none,0.6019230769230769,0.9192307692307692,0.3173076923076923,0.2944121591417077,0.11622708985248101,0.0,low_review_cost_tolerance
mammography,gnb,sigmoid,0.0,0.9192307692307692,0.9192307692307692,0.28770675011175684,0.11564595440321859,0.0,low_review_cost_tolerance
mammography,gb,none,0.1519230769230769,0.9192307692307692,0.7673076923076922,0.27559231113097893,0.11157800625838177,0.0,low_review_cost_tolerance
mammography,ada,sigmoid,0.0,0.9115384615384616,0.9115384615384616,0.2470719713902548,0.11618238712561466,0.0,low_review_cost_tolerance
mammography,gb,sigmoid,0.0,0.9134615384615385,0.9134615384615385,0.2289226642825212,0.11345552078676799,0.0,low_review_cost_tolerance
mammography,rf,none,0.046153846153846156,0.9153846153846154,0.8692307692307693,0.22740277156906571,0.11166741171211443,0.0,low_review_cost_tolerance
fraud,gnb,sigmoid,0.0,0.9262626262626263,0.9262626262626263,0.21386011727116325,0.0865928162634739,0.0,low_review_cost_tolerance
wilt,et,isotonic,0.526923076923077,0.9346153846153846,0.4076923076923076,0.20123966942148758,0.046694214876033056,0.0841889117043121,low_review_cost_tolerance
mammography,rf,sigmoid,0.0,0.9076923076923077,0.9076923076923077,0.19776486365668305,0.11242735806884221,0.0,low_review_cost_tolerance
fraud,gnb,isotonic,0.0,0.9353535353535353,0.9353535353535353,0.19414697517643342,0.04794775464344651,0.0,low_review_cost_tolerance
aps_failure,gnb,sigmoid,0.0,0.9036363636363637,0.9036363636363637,0.1931578947368421,0.04971052631578948,0.03017711171662125,low_review_cost_tolerance
aps_failure,gnb,none,0.8661818181818182,0.9029090909090909,0.03672727272727272,0.1918421052631579,0.0506578947368421,0.02829218106995885,low_review_cost_tolerance
sick_numeric,et,isotonic,0.20652173913043476,0.9434782608695652,0.7369565217391305,0.18105960264900664,0.0895364238410596,0.14923189465983908,low_review_cost_tolerance
mammography,et,sigmoid,0.0,0.9173076923076924,0.9173076923076924,0.17590523021904336,0.10371032632990611,0.0,low_review_cost_tolerance
sick_numeric,logreg,none,0.08043478260869566,0.9173913043478261,0.8369565217391305,0.15642384105960266,0.14317880794701987,0.21337849280270957,low_review_cost_tolerance
wilt,gb,isotonic,0.5115384615384616,0.9365384615384615,0.42499999999999993,0.15206611570247933,0.051652892561983466,0.17595108695652176,low_review_cost_tolerance
fraud,logreg,isotonic,0.19696969696969696,0.9282828282828284,0.7313131313131314,0.146625820722587,0.03887855061268916,0.0,low_review_cost_tolerance
mammography,et,none,0.0,0.9211538461538462,0.9211538461538462,0.13611980330800177,0.10339740724184177,0.0,low_review_cost_tolerance
fraud,rf,none,0.00101010101010101,0.9131313131313131,0.9121212121212121,0.13474070432920193,0.0417085074260033,0.0,low_review_cost_tolerance
wilt,rf,isotonic,0.5134615384615384,0.9403846153846154,0.42692307692307696,0.11973140495867769,0.05526859504132231,0.1449525452976704,low_review_cost_tolerance
fraud,ada,isotonic,0.20404040404040408,0.9373737373737374,0.7333333333333334,0.11678662968294654,0.04942593307819248,0.0,low_review_cost_tolerance
wilt,logreg,isotonic,0.1,0.921153846153846,0.821153846153846,0.10289256198347108,0.09194214876033056,0.12048192771084337,low_review_cost_tolerance
aps_failure,rf,sigmoid,0.001090909090909091,0.8883636363636362,0.8872727272727271,0.08792763157894737,0.013927631578947369,0.18436213991769548,low_review_cost_tolerance
aps_failure,hgb,sigmoid,0.0,0.8901818181818181,0.8901818181818181,0.08781578947368421,0.01544078947368421,0.19021576266107282,low_review_cost_tolerance
aps_failure,hgb,none,0.008363636363636363,0.8978181818181816,0.8894545454545453,0.0877171052631579,0.015210526315789476,0.17797944948623715,low_review_cost_tolerance
aps_failure,rf,none,0.0007272727272727272,0.8941818181818183,0.8934545454545456,0.0875592105263158,0.013789473684210527,0.16883312044481177,low_review_cost_tolerance
aps_failure,et,none,0.0047272727272727275,0.8916363636363636,0.8869090909090909,0.08726973684210526,0.014519736842105262,0.17361477572559367,low_review_cost_tolerance
aps_failure,et,sigmoid,0.006909090909090909,0.8941818181818182,0.8872727272727273,0.08559210526315789,0.015493421052631578,0.1919292851652575,low_review_cost_tolerance
miniboone,logreg,sigmoid,0.7636164383561643,0.8997945205479452,0.13617808219178085,0.08235497635797487,0.35278130165686383,0.056481351818139375,low_review_cost_tolerance
aps_failure,gb,sigmoid,0.0,0.8905454545454546,0.8905454545454546,0.08022368421052632,0.021625000000000002,0.20231261276037393,low_review_cost_tolerance
aps_failure,gb,none,0.02690909090909091,0.8894545454545455,0.8625454545454546,0.07833552631578948,0.020611842105263158,0.21080036953052828,low_review_cost_tolerance
miniboone,logreg,none,0.7533287671232876,0.8993972602739724,0.14606849315068482,0.07329796640141467,0.3535885903202245,0.0,low_review_cost_tolerance
aps_failure,ada,none,0.0,0.890909090909091,0.890909090909091,0.07146052631578947,0.03218421052631579,0.22012520714417239,low_review_cost_tolerance
aps_failure,logreg,none,0.3261818181818182,0.8949090909090909,0.5687272727272727,0.07143421052631578,0.03680263157894737,0.05664026524221772,low_review_cost_tolerance
aps_failure,ada,sigmoid,0.0,0.8887272727272727,0.8887272727272727,0.06961842105263158,0.03304605263157895,0.22396522396522398,low_review_cost_tolerance
aps_failure,logreg,sigmoid,0.0,0.8959999999999999,0.8959999999999999,0.06616447368421052,0.042236842105263156,0.0,low_review_cost_tolerance
fraud,ada,none,0.0030303030303030303,0.9212121212121211,0.9181818181818181,0.055693269197008524,0.06018573786032794,0.0,low_review_cost_tolerance
aps_failure,hgb,isotonic,0.28036363636363637,0.9101818181818182,0.6298181818181818,0.05558552631578947,0.01967763157894737,0.22452361226180614,low_review_cost_tolerance
fraud,logreg,none,0.2686868686868687,0.9040404040404042,0.6353535353535356,0.05450826867034164,0.05007197780976792,0.0,low_review_cost_tolerance
fraud,ada,sigmoid,0.0,0.914141414141414,0.914141414141414,0.05404129068501808,0.05702749201221867,0.0,low_review_cost_tolerance
fraud,logreg,sigmoid,0.0,0.906060606060606,0.906060606060606,0.05264562339805484,0.05551595800709245,0.0,low_review_cost_tolerance
fraud,et,none,0.0,0.902020202020202,0.902020202020202,0.052642112285383236,0.042458129981391105,0.0,low_review_cost_tolerance
fraud,et,sigmoid,0.0,0.9111111111111111,0.9111111111111111,0.05261402338401039,0.0430813524806011,0.0,low_review_cost_tolerance
aps_failure,gb,isotonic,0.15454545454545454,0.909090909090909,0.7545454545454544,0.05132236842105263,0.026822368421052633,0.1963850788360467,low_review_cost_tolerance
miniboone,rf,sigmoid,0.8073287671232876,0.9000273972602738,0.0926986301369862,0.0505631799484873,0.15198170145696382,0.2216984718315213,low_review_cost_tolerance
aps_failure,ada,isotonic,0.19163636363636363,0.9116363636363637,0.7200000000000001,0.0505328947368421,0.03999342105263158,0.1564900403593282,low_review_cost_tolerance
miniboone,et,none,0.8037260273972604,0.8993013698630137,0.09557534246575328,0.04918310075731365,0.15510321762195825,0.10958261685164922,low_review_cost_tolerance
miniboone,hgb,isotonic,0.838082191780822,0.9074657534246574,0.06938356164383541,0.047514704186368356,0.13616268788682584,0.23648867313915858,low_review_cost_tolerance
miniboone,et,sigmoid,0.8062191780821918,0.9011095890410958,0.09489041095890405,0.04627686156921539,0.16332987352477607,0.002492108323641803,low_review_cost_tolerance
miniboone,rf,isotonic,0.8391917808219178,0.9060684931506848,0.06687671232876702,0.04289009341483105,0.16275708299696304,0.028950434704669726,low_review_cost_tolerance
miniboone,gb,none,0.8184794520547947,0.9006164383561645,0.08213698630136979,0.040133779264214055,0.19209625956252646,0.0,low_review_cost_tolerance
miniboone,gb,sigmoid,0.807027397260274,0.9004246575342465,0.09339726027397255,0.03986083881136355,0.19445661784492368,0.0,low_review_cost_tolerance
fraud,gnb,none,0.7626262626262628,0.9111111111111111,0.14848484848484833,0.03671570520698009,0.08707032758681227,0.0,low_review_cost_tolerance
miniboone,et,isotonic,0.8370547945205479,0.9146301369863015,0.0775753424657536,0.03161496174989428,0.1815246223042325,0.0,low_review_cost_tolerance
aps_failure,logreg,isotonic,0.08545454545454546,0.9032727272727271,0.8178181818181817,0.030394736842105263,0.05195394736842105,0.0,low_review_cost_tolerance
miniboone,gb,isotonic,0.8254931506849313,0.9088493150684931,0.08335616438356175,0.027097989466805063,0.21672625225848613,0.0,low_review_cost_tolerance
miniboone,ada,isotonic,0.8285479452054794,0.9109178082191782,0.08236986301369886,0.02233114212124707,0.31372775150886095,0.0,low_review_cost_tolerance
miniboone,ada,none,0.8117671232876713,0.9002739726027397,0.08850684931506836,0.00447084150232576,0.34778764463921885,0.0,low_review_cost_tolerance
miniboone,ada,sigmoid,0.8103561643835617,0.9013013698630136,0.09094520547945184,0.0026871179794718024,0.3456002767846846,0.0,low_review_cost_tolerance
pc1,et,isotonic,0.11875,0.98125,0.8624999999999999,0.7495495495495496,0.05855855855855856,0.46153846153846156,marginal_undercoverage
diabetes130us,et,isotonic,0.12931338028169012,0.9261883802816901,0.796875,0.7443107005993909,0.15331138842487962,0.832557740417302,marginal_undercoverage
diabetes130us,rf,isotonic,0.1297095070422535,0.92306338028169,0.7933538732394365,0.7296010612164684,0.16434607448167438,0.8406631515861632,marginal_undercoverage
diabetes130us,hgb,isotonic,0.12174295774647888,0.9286971830985916,0.8069542253521127,0.7269529330844059,0.14915987029576497,0.8315198291476305,marginal_undercoverage
sick_numeric,gnb,isotonic,0.0,0.95,0.95,0.72158940397351,0.0304635761589404,0.771108663729809,marginal_undercoverage
diabetes130us,gb,isotonic,0.1332306338028169,0.9240316901408449,0.7908010563380279,0.7188071140807704,0.15312469293504963,0.8267330116331524,marginal_undercoverage
pc1,ada,isotonic,0.06875,0.94375,0.875,0.7135135135135136,0.08063063063063064,0.5246212121212122,marginal_undercoverage
seismic_bumps,ada,isotonic,0.011764705882352941,0.9411764705882353,0.9294117647058824,0.7063829787234042,0.08974854932301742,0.49123767798466594,marginal_undercoverage
pc1,rf,isotonic,0.0875,0.975,0.8875,0.7,0.059909909909909895,0.5405405405405406,marginal_undercoverage
sick_numeric,gnb,sigmoid,0.0,0.9478260869565218,0.9478260869565218,0.6970860927152318,0.0409271523178808,0.815314459433783,marginal_undercoverage
seismic_bumps,hgb,none,0.029411764705882353,0.9647058823529413,0.9352941176470589,0.6969052224371374,0.11334622823984526,0.5961698584512906,marginal_undercoverage
diabetes130us,logreg,none,0.10356514084507043,0.9019366197183099,0.7983714788732394,0.6860862729684583,0.19833939274835416,0.857955115076694,marginal_undercoverage
diabetes130us,logreg,sigmoid,0.10325704225352113,0.899911971830986,0.7966549295774649,0.685771838459271,0.20023091284268452,0.8572666962788899,marginal_undercoverage
seismic_bumps,hgb,sigmoid,0.0,0.9382352941176471,0.9382352941176471,0.6849129593810445,0.13752417794970986,0.6156452979384355,marginal_undercoverage
diabetes130us,ada,none,0.10321302816901409,0.9036531690140844,0.8004401408450703,0.6843077527758672,0.19504274344109268,0.8479222308377129,marginal_undercoverage
diabetes130us,ada,sigmoid,0.10277288732394366,0.899075704225352,0.7963028169014084,0.681969146113786,0.20149356391864007,0.8405063108754538,marginal_undercoverage
seismic_bumps,ada,none,0.0,0.95,0.95,0.6744680851063829,0.09477756286266925,0.45741324921135645,marginal_undercoverage
diabetes130us,rf,sigmoid,0.10101232394366197,0.8984154929577464,0.7974031690140844,0.6742802397563132,0.20324751891520093,0.8478465204054123,marginal_undercoverage
diabetes130us,et,sigmoid,0.09986795774647887,0.9003961267605634,0.8005281690140845,0.6715485899577478,0.20083030362582294,0.8518586259117547,marginal_undercoverage
diabetes130us,et,none,0.1017605633802817,0.8988116197183098,0.7970510563380281,0.6706151125085977,0.20171956372211847,0.8412272797204334,marginal_undercoverage
diabetes130us,rf,none,0.10647007042253523,0.8988556338028169,0.7923855633802817,0.6703891127051194,0.2021863024466935,0.8501806509296377,marginal_undercoverage
wilt,gnb,isotonic,0.15576923076923074,0.9673076923076923,0.8115384615384615,0.6596074380165289,0.06983471074380167,0.4028191072826938,marginal_undercoverage
diabetes130us,hgb,sigmoid,0.1057218309859155,0.8996478873239436,0.7939260563380282,0.6514984769578461,0.2006386950967869,0.8468244272506522,marginal_undercoverage
ozone_level_8hr,logreg,isotonic,0.1125,0.996875,0.8843749999999999,0.6514792899408285,0.06370808678500986,0.3533151680290645,marginal_undercoverage
diabetes130us,gb,sigmoid,0.1077024647887324,0.9001320422535211,0.7924295774647887,0.6491991746094135,0.20017195637221188,0.8436028999984864,marginal_undercoverage
seismic_bumps,logreg,sigmoid,0.0,0.9294117647058824,0.9294117647058824,0.6475822050290135,0.13481624758220503,0.468936678614098,marginal_undercoverage
diabetes130us,hgb,none,0.10409330985915495,0.8995598591549296,0.7954665492957746,0.6462071337329272,0.2002849562739511,0.844946741783181,marginal_undercoverage
diabetes130us,gb,none,0.10431338028169013,0.898943661971831,0.7946302816901408,0.6459614817726246,0.20127739019357377,0.8459830086934035,marginal_undercoverage
oil_spill,gnb,sigmoid,0.0,0.875,0.875,0.6297872340425532,0.1691489361702128,0.39104729729729726,marginal_undercoverage
seismic_bumps,ada,sigmoid,0.0,0.9294117647058824,0.9294117647058824,0.6284332688588008,0.12456479690522242,0.5158510310864881,marginal_undercoverage
seismic_bumps,gb,none,0.008823529411764706,0.9294117647058824,0.9205882352941177,0.6255319148936171,0.14003868471953576,0.5222634508348794,marginal_undercoverage
seismic_bumps,gb,sigmoid,0.0,0.9294117647058824,0.9294117647058824,0.620889748549323,0.1357833655705996,0.5380062305295951,marginal_undercoverage
seismic_bumps,logreg,none,0.0,0.9117647058823529,0.9117647058823529,0.6147001934235976,0.14854932301740814,0.4811202013845186,marginal_undercoverage
seismic_bumps,gnb,sigmoid,0.0,0.9176470588235295,0.9176470588235295,0.600386847195358,0.14642166344294003,0.6134020618556701,marginal_undercoverage
ozone_level_8hr,gb,isotonic,0.13125,0.95,0.81875,0.5974358974358974,0.08816568047337278,0.34565863321228124,marginal_undercoverage
seismic_bumps,et,none,0.0,0.9235294117647059,0.9235294117647059,0.5957446808510638,0.13965183752417795,0.512987012987013,marginal_undercoverage
seismic_bumps,et,sigmoid,0.0,0.9176470588235294,0.9176470588235294,0.5895551257253384,0.14332688588007736,0.520997375328084,marginal_undercoverage
seismic_bumps,rf,sigmoid,0.0,0.9029411764705882,0.9029411764705882,0.5769825918762088,0.15589941972920698,0.5149178679182032,marginal_undercoverage
oil_spill,logreg,isotonic,0.0875,0.925,0.8375,0.576063829787234,0.07712765957446807,0.25392428439519854,marginal_undercoverage
seismic_bumps,rf,none,0.0,0.8911764705882353,0.8911764705882353,0.5727272727272728,0.16382978723404257,0.5363053022627491,marginal_undercoverage
ozone_level_8hr,gnb,sigmoid,0.0,0.921875,0.921875,0.5591715976331362,0.08974358974358973,0.562610229276896,marginal_undercoverage
pc1,ada,sigmoid,0.0,0.90625,0.90625,0.5445945945945946,0.13963963963963963,0.5301902398676592,marginal_undercoverage
pc1,hgb,sigmoid,0.0,0.95,0.95,0.5387387387387388,0.1189189189189189,0.5535117056856187,marginal_undercoverage
bank_marketing,gnb,isotonic,0.19848771266540643,0.9352551984877128,0.7367674858223063,0.5342253676877142,0.12847506358509345,0.6793210515421237,marginal_undercoverage
pc1,gb,sigmoid,0.0,0.93125,0.93125,0.5333333333333333,0.12972972972972974,0.5565878378378378,marginal_undercoverage
ozone_level_8hr,rf,isotonic,0.165625,0.95,0.7843749999999999,0.5321499013806708,0.0942800788954635,0.3454410674573758,marginal_undercoverage
ozone_level_8hr,hgb,isotonic,0.103125,0.965625,0.8624999999999999,0.5287968441814597,0.08481262327416172,0.4095486758672137,marginal_undercoverage
pc1,logreg,sigmoid,0.0,0.95625,0.95625,0.5247747747747747,0.12297297297297297,0.6317596566523606,marginal_undercoverage
ozone_level_8hr,ada,isotonic,0.1,0.953125,0.853125,0.5214990138067062,0.08560157790927021,0.464447806354009,marginal_undercoverage
oil_spill,gb,sigmoid,0.0,0.9375,0.9375,0.5021276595744681,0.10531914893617023,0.30932203389830504,marginal_undercoverage
oil_spill,gb,none,0.1375,0.9625,0.825,0.49468085106382986,0.1127659574468085,0.25483870967741934,marginal_undercoverage
pc1,et,sigmoid,0.0,0.96875,0.96875,0.4914414414414415,0.10855855855855856,0.5829514207149404,marginal_undercoverage
pc1,ada,none,0.09375,0.94375,0.85,0.48558558558558546,0.1288288288288288,0.6233766233766234,marginal_undercoverage
pc1,gb,none,0.1375,0.91875,0.78125,0.47657657657657654,0.14504504504504506,0.5415879017013232,marginal_undercoverage
pc1,rf,sigmoid,0.0,0.95625,0.95625,0.4238738738738738,0.11261261261261261,0.6578108395324123,marginal_undercoverage
wilt,gnb,sigmoid,0.0,0.9134615384615383,0.9134615384615383,0.4216942148760331,0.13822314049586776,0.4659480646741793,marginal_undercoverage
pc1,rf,none,0.125,0.94375,0.81875,0.41846846846846847,0.12747747747747748,0.6243272335844995,marginal_undercoverage
pc1,et,none,0.04375,0.9375,0.89375,0.40495495495495487,0.1288288288288288,0.5105672969966629,marginal_undercoverage
ozone_level_8hr,et,isotonic,0.153125,0.959375,0.8062499999999999,0.3834319526627219,0.0883629191321499,0.44907407407407407,marginal_undercoverage
pc1,logreg,none,0.06875,0.9375,0.86875,0.37747747747747745,0.140990990990991,0.7732696897374702,marginal_undercoverage
oil_spill,ada,sigmoid,0.0,0.9375,0.9375,0.3404255319148936,0.12074468085106382,0.3234375,marginal_undercoverage
oil_spill,rf,sigmoid,0.0,0.925,0.925,0.3132978723404255,0.125,0.3225806451612903,marginal_undercoverage
oil_spill,rf,none,0.0,0.9125,0.9125,0.30372340425531913,0.125,0.3537653239929947,marginal_undercoverage
oil_spill,et,none,0.0,0.8625,0.8625,0.2542553191489362,0.16702127659574467,0.27196652719665265,marginal_undercoverage
ozone_level_8hr,ada,sigmoid,0.0,0.928125,0.928125,0.252465483234714,0.13234714003944772,0.6703125,marginal_undercoverage
oil_spill,et,sigmoid,0.0,0.9,0.9,0.24627659574468086,0.14202127659574468,0.4060475161987041,marginal_undercoverage
ozone_level_8hr,gb,sigmoid,0.0,0.9,0.9,0.23747534516765284,0.14792899408284024,0.6295681063122923,marginal_undercoverage
oil_spill,hgb,none,0.05,0.9,0.85,0.22819148936170217,0.12606382978723404,0.2634032634032634,marginal_undercoverage
ozone_level_8hr,gb,none,0.096875,0.896875,0.7999999999999999,0.2244575936883629,0.15167652859960554,0.6748681898066784,marginal_undercoverage
ozone_level_8hr,ada,none,0.09375,0.896875,0.803125,0.22090729783037477,0.154043392504931,0.6607142857142857,marginal_undercoverage
ozone_level_8hr,logreg,sigmoid,0.0,0.909375,0.909375,0.2057199211045365,0.1504930966469428,0.7114093959731543,marginal_undercoverage
ozone_level_8hr,hgb,sigmoid,0.0,0.925,0.925,0.20433925049309667,0.13905325443786984,0.9111969111969112,marginal_undercoverage
ozone_level_8hr,hgb,none,0.053125,0.9,0.846875,0.19664694280078893,0.15621301775147928,0.683049147442327,marginal_undercoverage
sick_numeric,logreg,sigmoid,0.0,0.9260869565217392,0.9260869565217392,0.18582781456953643,0.13761589403973512,0.30506058446186746,marginal_undercoverage
ozone_level_8hr,rf,sigmoid,0.0,0.8875,0.8875,0.183629191321499,0.16153846153846155,0.5456498388829216,marginal_undercoverage
oil_spill,ada,none,0.125,0.8875,0.7625,0.18085106382978725,0.14095744680851063,0.3735294117647059,marginal_undercoverage
oil_spill,logreg,sigmoid,0.0,0.875,0.875,0.17819148936170212,0.14521276595744684,0.4597014925373134,marginal_undercoverage
oil_spill,hgb,sigmoid,0.0,0.875,0.875,0.16382978723404257,0.14627659574468085,0.6493506493506493,marginal_undercoverage
ozone_level_8hr,rf,none,0.00625,0.9,0.89375,0.16173570019723865,0.15680473372781062,0.6390243902439025,marginal_undercoverage
ozone_level_8hr,logreg,none,0.1,0.8875,0.7875,0.1591715976331361,0.16272189349112426,0.7534076827757126,marginal_undercoverage
oil_spill,logreg,none,0.1375,0.875,0.7375,0.15531914893617021,0.14361702127659576,0.4143835616438356,marginal_undercoverage
ozone_level_8hr,et,sigmoid,0.0,0.884375,0.884375,0.1477317554240631,0.1601577909270217,0.6542056074766355,marginal_undercoverage
ozone_level_8hr,et,none,0.0,0.88125,0.88125,0.14733727810650887,0.16706114398422092,0.5595716198125836,marginal_undercoverage
sick_numeric,ada,isotonic,0.12391304347826086,0.9369565217391305,0.8130434782608696,0.12172185430463578,0.0704635761589404,0.2622415669205658,marginal_undercoverage
wilt,ada,sigmoid,0.0,0.8884615384615385,0.8884615384615385,0.08946280991735538,0.05423553719008265,0.48729792147806006,marginal_undercoverage
wilt,gb,sigmoid,0.0,0.898076923076923,0.898076923076923,0.08429752066115703,0.03966942148760331,0.45588235294117646,marginal_undercoverage
sick_numeric,hgb,none,0.1826086956521739,0.9086956521739131,0.7260869565217392,0.08264900662251655,0.02596026490066225,0.3894230769230769,marginal_undercoverage
