model,probability_calibration,method,marginal_coverage_mean,coverage_class_1_mean,average_set_size_mean,abstention_rate_mean,mean_cost_mean,cost_rank,minority_coverage_rank
ada,isotonic,aps_cp,0.9023109864528297,0.614810712906211,1.0818033537888132,0.1966145136783845,0.3394759116721596,4.566666666666666,4.233333333333333
ada,isotonic,capacity_limited_mondrian,0.904284993652446,0.720332791471476,1.068948761247518,0.08033013429819925,0.4190987814234039,4.766666666666667,3.966666666666667
ada,isotonic,class_conditional_rejector,0.956626316305435,0.5020050366003981,1.1253528670686812,0.12535286706868118,0.4049149300877767,4.333333333333333,4.3
ada,isotonic,class_weighted_threshold,0.7862689265354974,0.8132904330658907,1.0,0.0,0.329847035233784,4.866666666666666,4.633333333333334
ada,isotonic,confidence_rejector,0.9958198299336118,0.956286784896572,1.6720321908205757,0.6720321908205756,0.027036902116977683,4.666666666666667,4.5
ada,isotonic,cost_controlled_mondrian,0.9945206399392497,0.9866872276523714,1.7933980639042368,0.7933980639042367,0.015135540666905888,4.566666666666666,4.7
ada,isotonic,cost_tuned_threshold,0.7894185020705614,0.8001890546484103,1.0,0.0,0.33378214591918104,4.866666666666666,5.066666666666666
ada,isotonic,marginal_cp,0.9197406177084008,0.3345721059594084,1.0386223309008242,0.09677494423066617,0.4239057126266697,4.4,4.133333333333334
ada,isotonic,mondrian_cp,0.9348889591177229,0.9358004253690119,1.4006474418442858,0.4120288148949673,0.12385912677063443,4.4,4.466666666666667
ada,isotonic,raps_cp,0.9017849101178074,0.5321170684227268,1.0493703009745574,0.1450874093216039,0.4173952183033064,4.733333333333333,4.633333333333334
ada,isotonic,risk_controlled_rejector,0.9419510975094029,0.47852541069914156,1.065690512494289,0.0656905124942891,0.4685074110892991,4.266666666666667,4.233333333333333
ada,none,aps_cp,0.9007806608681936,0.5366913692443025,1.0745461633298732,0.16594230367430252,0.43388229117256877,6.666666666666667,6.266666666666667
ada,none,capacity_limited_mondrian,0.8826378006730401,0.7583432575466983,1.0503061893147863,0.0801865182993035,0.3878002235098997,4.8,4.633333333333334
ada,none,class_conditional_rejector,0.9555006996513853,0.4939706648163742,1.1177560138646767,0.11775601386467671,0.4228938084078803,4.133333333333334,4.333333333333333
ada,none,class_weighted_threshold,0.7876997930454741,0.825542756091976,1.0,0.0,0.32358874786323283,5.133333333333334,4.733333333333333
ada,none,confidence_rejector,0.9987722523317087,0.981086883345347,1.7450309137310631,0.7450309137310629,0.011952185869374616,4.733333333333333,4.766666666666667
ada,none,cost_controlled_mondrian,0.9861532040909987,0.9706979382616824,1.6138005761094927,0.6226059426476297,0.026348456121939548,3.9,3.1333333333333333
ada,none,cost_tuned_threshold,0.7857747749567181,0.8264054977960936,1.0,0.0,0.32474170164525545,4.6,4.333333333333333
ada,none,marginal_cp,0.9033555564989914,0.26067414015691065,1.010146422015288,0.10253377563272166,0.42448876065979435,4.466666666666667,4.366666666666666
ada,none,mondrian_cp,0.9049472528060679,0.9088716766747662,1.2553532897105422,0.2852336186950595,0.1689057021796215,4.033333333333333,3.966666666666667
ada,none,raps_cp,0.9005583416257253,0.48120735119134544,1.0505081849079563,0.13134691836240003,0.4758474839352797,6.0,5.866666666666666
ada,none,risk_controlled_rejector,0.9403476772970019,0.46964251849923966,1.0577909123766949,0.05779091237669493,0.49144539847455476,4.0,4.3
ada,sigmoid,aps_cp,0.9009395836941075,0.2974197231407198,1.0713542981466788,0.1630680785745815,0.5052487151153914,6.0,5.933333333333334
ada,sigmoid,capacity_limited_mondrian,0.8819766263181835,0.7498312282824399,1.0505498043827353,0.08076834421536126,0.39730737823050405,5.0,4.566666666666666
ada,sigmoid,class_conditional_rejector,0.9464592093448994,0.24373201590469554,1.108526514444656,0.10852651444465616,0.5207990791583202,4.9,4.933333333333334
ada,sigmoid,class_weighted_threshold,0.779250259738085,0.8323935949642587,1.0,0.0,0.3253145491057062,4.533333333333333,4.0
ada,sigmoid,confidence_rejector,0.9993554556437932,0.9904621219969969,1.8538167466416715,0.8538167466416714,0.006445443562067518,5.4,5.4
