dataset,seed,model,probability_calibration,defer_cost,mondrian_cost,mondrian_abstain,threshold_cost,cost_diff,cost_diff_ci_lo,cost_diff_ci_hi,p_mondrian_cheaper,mondrian_wins
uci_default,19,gnb,none,2.0,1.4695,0.5946666666666667,0.7806666666666666,0.6888333333333333,0.6596666666666666,0.7206708333333334,0.0,False
uci_default,19,gnb,sigmoid,0.0,0.27066666666666667,0.5988333333333333,0.7773333333333333,-0.5066666666666667,-0.5333333333333333,-0.47865,1.0,True
uci_default,19,gnb,sigmoid,0.5,0.5700833333333334,0.5988333333333333,0.7773333333333333,-0.20725,-0.23250208333333333,-0.17999166666666666,1.0,True
uci_default,19,gnb,sigmoid,1.0,0.8695,0.5988333333333333,0.7773333333333333,0.09216666666666666,0.06666666666666667,0.11983333333333333,0.0,False
uci_default,19,gnb,sigmoid,2.0,1.4683333333333333,0.5988333333333333,0.7773333333333333,0.691,0.6609958333333333,0.7223375000000001,0.0,False
uci_default,19,gnb,isotonic,0.0,0.121,0.7746666666666666,0.7811666666666667,-0.6601666666666667,-0.6720041666666667,-0.6484958333333333,1.0,True
uci_default,19,gnb,isotonic,0.5,0.5083333333333333,0.7746666666666666,0.7811666666666667,-0.2728333333333333,-0.28141875,-0.26449791666666667,1.0,True
uci_default,19,gnb,isotonic,1.0,0.8956666666666667,0.7746666666666666,0.7811666666666667,0.1145,0.10616666666666667,0.12266666666666666,0.0,False
uci_default,19,gnb,isotonic,2.0,1.6703333333333332,0.7746666666666666,0.7811666666666667,0.8891666666666667,0.8746666666666667,0.9035,0.0,False
uci_default,31,hgb,none,0.0,0.2775,0.5243333333333333,0.7113333333333334,-0.43383333333333335,-0.46050833333333335,-0.4081541666666667,1.0,True
uci_default,31,hgb,none,0.5,0.5396666666666666,0.5243333333333333,0.7113333333333334,-0.17166666666666666,-0.19516666666666665,-0.1464125,1.0,True
uci_default,31,hgb,none,1.0,0.8018333333333333,0.5243333333333333,0.7113333333333334,0.0905,0.06732083333333333,0.115175,0.0,False
uci_default,31,hgb,none,2.0,1.3261666666666667,0.5243333333333333,0.7113333333333334,0.6148333333333333,0.5879791666666666,0.6431958333333333,0.0,False
uci_default,31,hgb,sigmoid,0.0,0.296,0.5235,0.7108333333333333,-0.41483333333333333,-0.44216666666666665,-0.3863333333333333,1.0,True
uci_default,31,hgb,sigmoid,0.5,0.55775,0.5235,0.7108333333333333,-0.15308333333333332,-0.17825,-0.12641458333333336,1.0,True
uci_default,31,hgb,sigmoid,1.0,0.8195,0.5235,0.7108333333333333,0.10866666666666666,0.08366666666666667,0.13467083333333332,0.0,False
uci_default,31,hgb,sigmoid,2.0,1.343,0.5235,0.7108333333333333,0.6321666666666667,0.6024958333333333,0.6610041666666667,0.0,False
uci_default,31,hgb,isotonic,0.0,0.20983333333333334,0.6113333333333333,0.7138333333333333,-0.504,-0.5165,-0.49183333333333334,1.0,True
uci_default,31,hgb,isotonic,0.5,0.5155,0.6113333333333333,0.7138333333333333,-0.19833333333333333,-0.20650208333333334,-0.18975,1.0,True
uci_default,31,hgb,isotonic,1.0,0.8211666666666667,0.6113333333333333,0.7138333333333333,0.10733333333333334,0.0995,0.1153375,0.0,False
uci_default,31,hgb,isotonic,2.0,1.4325,0.6113333333333333,0.7138333333333333,0.7186666666666667,0.7026625,0.7351749999999999,0.0,False
uci_default,31,logreg,none,0.0,0.2678333333333333,0.6608333333333334,0.7811666666666667,-0.5133333333333333,-0.5498375,-0.47681666666666667,1.0,True
uci_default,31,logreg,none,0.5,0.59825,0.6608333333333334,0.7811666666666667,-0.18291666666666667,-0.21916875,-0.14791666666666667,1.0,True
uci_default,31,logreg,none,1.0,0.9286666666666666,0.6608333333333334,0.7811666666666667,0.1475,0.11149583333333334,0.1815,0.0,False
uci_default,31,logreg,none,2.0,1.5895,0.6608333333333334,0.7811666666666667,0.8083333333333333,0.7708333333333334,0.8428375,0.0,False
uci_default,31,logreg,sigmoid,0.0,0.283,0.653,0.7815,-0.4985,-0.535675,-0.461325,1.0,True
uci_default,31,logreg,sigmoid,0.5,0.6095,0.653,0.7815,-0.172,-0.2075,-0.13616041666666667,1.0,True
uci_default,31,logreg,sigmoid,1.0,0.936,0.653,0.7815,0.1545,0.1171625,0.18867083333333334,0.0,False
