dataset,model,probability_calibration,defer_cost,n_seeds,mondrian_cost,mondrian_abstain,threshold_cost,cost_diff,cost_diff_ci_lo,cost_diff_ci_hi,p_mondrian_cheaper,mondrian_wins
adult,ada,isotonic,0.0,10,0.22748490121813902,0.2681134200020473,0.40986794963660567,-0.1823830484184666,-0.20703429235219498,-0.1577318044847382,1.0,True
adult,ada,isotonic,0.5,10,0.3615416112191626,0.2681134200020473,0.40986794963660567,-0.04832633841744293,-0.06527212867567767,-0.031380548159208196,0.9186000000000002,True
adult,ada,isotonic,1.0,10,0.4955983212201863,0.2681134200020473,0.40986794963660567,0.08573037158358073,0.07408525249865729,0.09737549066850416,0.0,False
adult,ada,isotonic,2.0,10,0.7637117412222336,0.2681134200020473,0.40986794963660567,0.35384379158562795,0.33542027906373995,0.37226730410751596,0.0,False
adult,ada,none,0.0,10,0.2841744293172279,0.21806735592179344,0.4054867437813492,-0.1213123144641212,-0.13672290386104263,-0.10590172506719978,1.0,True
adult,ada,none,0.5,10,0.39320810727812466,0.21806735592179344,0.4054867437813492,-0.012278636503224485,-0.022918596152042267,-0.0016386768544067055,0.7522,True
adult,ada,none,1.0,10,0.5022417852390213,0.21806735592179344,0.4054867437813492,0.09675504145767223,0.08931327737696382,0.10419680553838065,0.0,False
adult,ada,none,2.0,10,0.7203091411608148,0.21806735592179344,0.4054867437813492,0.31482239737946566,0.30302968853665563,0.3266151062222757,0.0,False
adult,ada,sigmoid,0.0,10,0.293325826594329,0.21450506704882794,0.4071859965196028,-0.11386016992527384,-0.13018300630670143,-0.09753733354384625,1.0,True
adult,ada,sigmoid,0.5,10,0.400578360118743,0.21450506704882794,0.4071859965196028,-0.006607636400859862,-0.018615298644630688,0.005400025842910965,0.6088,True
adult,ada,sigmoid,1.0,10,0.507830893643157,0.21450506704882794,0.4071859965196028,0.10064489712355411,0.09146902982877927,0.10982076441832894,0.0,False
adult,ada,sigmoid,2.0,10,0.7223359606919848,0.21450506704882794,0.4071859965196028,0.31514996417238206,0.30286124634713096,0.32743868199763315,0.0,False
adult,et,isotonic,0.0,10,0.2648275156106049,0.20260006141877365,0.38605793837649705,-0.12123042276589213,-0.1379687213053059,-0.10449212422647837,1.0,True
adult,et,isotonic,0.5,10,0.36612754631999184,0.20260006141877365,0.38605793837649705,-0.01993039205650527,-0.03223311465789771,-0.007627669455112831,0.8036,True
adult,et,isotonic,1.0,10,0.46742757702937865,0.20260006141877365,0.38605793837649705,0.08136963865288156,0.07194543426723853,0.0907938430385246,0.0,False
adult,et,isotonic,2.0,10,0.6700276384481523,0.20260006141877365,0.38605793837649705,0.2839697000716553,0.2712201974718138,0.29671920267149676,0.0,False
adult,et,none,0.0,10,0.30162759750230317,0.16885044528610912,0.3868256730473948,-0.08519807554509162,-0.09742713986275356,-0.07296901122742969,1.0,True
adult,et,none,0.5,10,0.3860528201453578,0.16885044528610912,0.3868256730473948,-0.0007728529020370553,-0.01034232291882701,0.0087966171147529,0.5447,True
adult,et,none,1.0,10,0.47047804278841243,0.16885044528610912,0.3868256730473948,0.0836523697410175,0.07650861118337754,0.09079612829865746,0.0,False
adult,et,none,2.0,10,0.6393284880745215,0.16885044528610912,0.3868256730473948,0.2525028150271266,0.24778564330906022,0.25721998674519303,0.0,False
adult,et,sigmoid,0.0,10,0.3004811137270959,0.1700174019858737,0.3861091206878903,-0.08562800696079435,-0.09748803485908686,-0.07376797906250185,1.0,True
adult,et,sigmoid,0.5,10,0.3854898147200328,0.1700174019858737,0.3861091206878903,-0.0006193059678575089,-0.010227654154829883,0.008989042219114866,0.5429999999999999,True
adult,et,sigmoid,1.0,10,0.4704985157129696,0.1700174019858737,0.3861091206878903,0.08438939502507933,0.07654847201073217,0.0922303180394265,0.0,False
adult,et,sigmoid,2.0,10,0.6405159176988432,0.1700174019858737,0.3861091206878903,0.25440679701095303,0.24717503453631512,0.26163855948559095,0.0,False
adult,gb,isotonic,0.0,10,0.2749820861910124,0.17413245982188558,0.37313952298085784,-0.09815743678984543,-0.1145100970814733,-0.08180477649821755,1.0,True
adult,gb,isotonic,0.5,10,0.36204831610195515,0.17413245982188558,0.37313952298085784,-0.01109120687890265,-0.021533133765781635,-0.0006492799920236637,0.6873,True
adult,gb,isotonic,1.0,10,0.44911454601289796,0.17413245982188558,0.37313952298085784,0.07597502303204014,0.06971915266367024,0.08223089340041004,0.0,False
adult,gb,isotonic,2.0,10,0.6232470058347834,0.17413245982188558,0.37313952298085784,0.2501074828539257,0.23727107824251556,0.2629438874653358,0.0,False
adult,gb,none,0.0,10,0.30592691165933056,0.1434742552973692,0.36902446514484594,-0.0630975534855154,-0.07172786066294934,-0.05446724630808147,1.0,True
