dataset,model,probability_calibration,marginal_minority_coverage,mondrian_minority_coverage,coverage_gain,mondrian_abstention,mondrian_cost,break_even_defer_cost,failure_mode
ozone_level_8hr,et,sigmoid,0.0,0.915625,0.915625,0.2560157790927022,0.13372781065088757,0.5130970724191063,marginal_undercoverage
ozone_level_8hr,et,none,0.0,0.925,0.925,0.2522682445759369,0.12859960552268246,0.5355746677091477,marginal_undercoverage
oil_spill,rf,sigmoid,0.0,0.8625,0.8625,0.2271276595744681,0.13882978723404255,0.36533957845433257,marginal_undercoverage
oil_spill,et,sigmoid,0.0,0.85,0.85,0.21755319148936172,0.14787234042553193,0.4083129584352079,marginal_undercoverage
oil_spill,hgb,none,0.05,0.875,0.825,0.18670212765957445,0.125,0.3817663817663817,marginal_undercoverage
oil_spill,rf,none,0.0,0.8125,0.8125,0.18510638297872342,0.14574468085106382,0.3045977011494253,marginal_undercoverage
sick_numeric,logreg,sigmoid,0.0,0.8869565217391304,0.8869565217391304,0.17668874172185428,0.13933774834437085,0.34707646176911544,marginal_undercoverage
oil_spill,et,none,0.0,0.8625,0.8625,0.17553191489361702,0.15,0.4333333333333333,marginal_undercoverage
oil_spill,ada,sigmoid,0.0,0.7875,0.7875,0.16968085106382977,0.14840425531914891,0.567398119122257,marginal_undercoverage
sick_numeric,logreg,none,0.0891304347826087,0.8934782608695653,0.8043478260869565,0.15841059602649005,0.14013245033112584,0.34448160535117056,marginal_undercoverage
oil_spill,ada,none,0.1375,0.8125,0.675,0.15106382978723404,0.1377659574468085,0.5985915492957746,marginal_undercoverage
oil_spill,logreg,sigmoid,0.0,0.85,0.85,0.12606382978723402,0.149468085106383,0.5611814345991561,marginal_undercoverage
oil_spill,logreg,none,0.1875,0.8375,0.65,0.11648936170212768,0.1595744680851064,0.7853881278538812,marginal_undercoverage
oil_spill,hgb,sigmoid,0.0,0.85,0.85,0.11436170212765959,0.14202127659574468,1.227906976744186,marginal_undercoverage
sick_numeric,gb,none,0.14782608695652172,0.9086956521739131,0.7608695652173914,0.08225165562913908,0.0390728476821192,0.5120772946859903,marginal_undercoverage
sick_numeric,gb,sigmoid,0.0,0.9043478260869566,0.9043478260869566,0.07748344370860928,0.049271523178807945,0.5435897435897435,marginal_undercoverage
sick_numeric,rf,sigmoid,0.0,0.9108695652173914,0.9108695652173914,0.07615894039735098,0.06344370860927152,0.33391304347826084,marginal_undercoverage
sick_numeric,hgb,none,0.1826086956521739,0.9260869565217392,0.7434782608695654,0.07470198675496689,0.03350993377483444,0.3723404255319149,marginal_undercoverage
wilt,rf,sigmoid,0.0,0.9269230769230768,0.9269230769230768,0.07272727272727272,0.04400826446280991,0.3480113636363637,marginal_undercoverage
sick_numeric,hgb,sigmoid,0.0,0.9282608695652176,0.9282608695652176,0.0700662251655629,0.03139072847682119,0.6086956521739131,marginal_undercoverage
sick_numeric,rf,none,0.002173913043478261,0.9043478260869564,0.9021739130434782,0.06900662251655629,0.051258278145695356,0.44721689059500963,marginal_undercoverage
sick_numeric,et,sigmoid,0.0,0.8891304347826088,0.8891304347826088,0.0666225165562914,0.08437086092715232,0.7813121272365805,marginal_undercoverage
wilt,rf,none,0.1576923076923077,0.9384615384615385,0.7807692307692308,0.06425619834710743,0.04576446280991735,0.26366559485530544,marginal_undercoverage
wilt,gb,sigmoid,0.0,0.9288461538461539,0.9288461538461539,0.06291322314049587,0.05547520661157025,0.3316912972085386,marginal_undercoverage
wilt,hgb,sigmoid,0.0,0.9403846153846154,0.9403846153846154,0.05919421487603306,0.06280991735537189,0.29842931937172773,marginal_undercoverage
wilt,gb,none,0.1519230769230769,0.9365384615384615,0.7846153846153846,0.0550619834710744,0.05578512396694215,0.42589118198874293,marginal_undercoverage
wilt,logreg,sigmoid,0.0,0.9403846153846154,0.9403846153846154,0.05392561983471074,0.0837809917355372,0.5766283524904214,marginal_undercoverage
wilt,logreg,none,0.007692307692307693,0.9384615384615383,0.9307692307692307,0.053822314049586775,0.08326446280991737,0.2706333973128599,marginal_undercoverage
sick_numeric,et,none,0.0,0.8978260869565219,0.8978260869565219,0.05231788079470199,0.08834437086092715,0.7797468354430379,marginal_undercoverage
wilt,ada,sigmoid,0.0,0.9173076923076924,0.9173076923076924,0.04824380165289256,0.06683884297520662,0.5845824411134903,marginal_undercoverage
wilt,ada,none,0.1826923076923077,0.9346153846153845,0.7519230769230768,0.044524793388429754,0.07066115702479339,0.4988399071925754,marginal_undercoverage
ozone_level_8hr,gnb,none,0.946875,0.96875,0.021874999999999978,0.7258382642998027,0.10374753451676529,0.40489130434782605,watch
sick_numeric,gnb,none,1.0,0.9434782608695652,-0.05652173913043479,0.7202649006622517,0.043046357615894044,0.7796984185362266,watch
uci_default,logreg,isotonic,0.5925395629238885,0.9452901281085155,0.352750565184627,0.7190166666666667,0.19231666666666666,0.8140515982476066,watch
credit_g,logreg,isotonic,0.8383333333333335,0.95,0.11166666666666647,0.7135,0.19600000000000004,0.7070777855641205,watch
credit_g,gb,isotonic,0.875,0.9583333333333333,0.08333333333333326,0.7129999999999999,0.17350000000000002,0.6907433380084151,watch
credit_g,gnb,isotonic,0.8183333333333334,0.9316666666666666,0.11333333333333329,0.6985,0.23149999999999998,0.6327845382963493,watch
seismic_bumps,gnb,none,0.7176470588235293,0.9294117647058824,0.21176470588235308,0.6847195357833655,0.13597678916827854,0.4887005649717514,watch
uci_default,gnb,isotonic,0.5920120572720422,0.9278070836473248,0.3357950263752826,0.68455,0.22411666666666666,0.8194190830959511,watch
credit_g,ada,isotonic,0.8133333333333332,0.9450000000000001,0.13166666666666682,0.6815,0.215,0.7622890682318415,watch
credit_g,rf,isotonic,0.8933333333333332,0.9566666666666664,0.06333333333333324,0.6815,0.1715,0.7094644167278064,watch
pc1,gnb,none,0.3375,0.91875,0.5812499999999999,0.6527027027027028,0.1472972972972973,0.6100759144237405,watch
credit_g,et,isotonic,0.8766666666666666,0.9516666666666665,0.07499999999999996,0.6515000000000001,0.188,0.6999232540291636,watch
uci_default,logreg,none,0.5659382064807839,0.9120572720422004,0.3461190655614166,0.6458999999999999,0.27253333333333335,0.7777003664137896,watch
uci_default,logreg,sigmoid,0.5727957799547851,0.9120572720422004,0.3392614920874153,0.6446333333333333,0.27349999999999997,0.7810124618646259,watch
uci_default,ada,isotonic,0.6071590052750564,0.9403165033911076,0.3331574981160512,0.6360999999999999,0.19736666666666663,0.8344861918985484,watch
uci_default,gnb,sigmoid,0.559758854559156,0.9019593067068575,0.34220045214770156,0.6119166666666667,0.29335000000000006,0.805992101320986,watch
uci_default,gnb,none,0.9016578749058025,0.9009796533534289,-0.0006782215523736257,0.6086666666666668,0.29516666666666663,0.8090087623220152,watch
uci_default,hgb,isotonic,0.6028636021100227,0.9327053504144688,0.3298417483044461,0.6039166666666668,0.213,0.8301090106250862,watch
uci_default,et,isotonic,0.6092690278824415,0.9263752825923135,0.31710625470987197,0.5930166666666666,0.23169999999999996,0.8244568730502234,watch
uci_default,gb,isotonic,0.613715146948003,0.9298417483044462,0.3161266013564432,0.5867333333333333,0.22396666666666665,0.8303885922054313,watch
uci_default,rf,isotonic,0.613413715146948,0.9211002260738509,0.3076865109269029,0.5836,0.24108333333333337,0.8219671007539411,watch
credit_g,gb,sigmoid,0.7166666666666667,0.9183333333333332,0.20166666666666655,0.5825,0.30500000000000005,0.6,watch
credit_g,gnb,none,0.875,0.9233333333333332,0.04833333333333323,0.5765,0.28550000000000003,0.6773633998265395,watch
credit_g,logreg,sigmoid,0.6883333333333332,0.9066666666666666,0.21833333333333338,0.5730000000000001,0.34900000000000003,0.5837696335078534,watch
credit_g,hgb,sigmoid,0.74,0.9066666666666668,0.16666666666666685,0.5705,0.3375,0.6450482033304119,watch
credit_g,gnb,sigmoid,0.7133333333333333,0.9116666666666667,0.19833333333333347,0.5675000000000001,0.3215,0.6484581497797357,watch
credit_g,logreg,none,0.7383333333333334,0.9083333333333332,0.16999999999999982,0.5595,0.34,0.5942806076854334,watch
uci_default,ada,none,0.6156744536548606,0.9098718914845516,0.294197437829691,0.5519000000000001,0.2745833333333333,0.8041311831853597,watch
uci_default,ada,sigmoid,0.585380557648832,0.9064807837226827,0.3211002260738507,0.5495833333333333,0.2801166666666667,0.8103108415466262,watch
credit_g,ada,sigmoid,0.725,0.9066666666666666,0.18166666666666664,0.5455,0.354,0.5985334555453712,watch
credit_g,gb,none,0.7866666666666666,0.9199999999999999,0.1333333333333333,0.5455,0.31050000000000005,0.7351054078826764,watch
credit_g,hgb,none,0.7716666666666667,0.9166666666666666,0.1449999999999999,0.541,0.312,0.6561922365988909,watch
credit_g,rf,none,0.7299999999999999,0.9216666666666666,0.19166666666666676,0.5365,0.3075,0.6728797763280522,watch
credit_g,ada,none,0.7566666666666666,0.9016666666666666,0.14500000000000002,0.5325,0.378,0.6469483568075118,watch
uci_default,rf,sigmoid,0.5825169555388093,0.904898266767144,0.3223813112283347,0.5306500000000001,0.2876833333333334,0.8104839976129903,watch
oil_spill,et,isotonic,0.225,0.9,0.675,0.5292553191489362,0.0925531914893617,0.2904522613065327,watch
oil_spill,gnb,none,0.9375,0.8,-0.13749999999999996,0.528723404255319,0.20372340425531915,0.40241448692152915,watch
oil_spill,hgb,isotonic,0.2625,0.9375,0.675,0.5281914893617022,0.07393617021276595,0.3363544813695871,watch
uci_default,rf,none,0.5908063300678221,0.9050489826676715,0.3142426525998494,0.5278166666666666,0.2869666666666667,0.8109191954277053,watch
credit_g,rf,sigmoid,0.7,0.9233333333333332,0.22333333333333327,0.5265000000000001,0.299,0.654320987654321,watch
uci_default,hgb,sigmoid,0.5772418990203466,0.9061793519216277,0.32893745290128107,0.5230833333333333,0.28476666666666667,0.8248526366098454,watch
uci_default,et,sigmoid,0.5835719668425019,0.9054257724189902,0.32185380557648835,0.5222166666666667,0.28765,0.8359557016564005,watch
uci_default,et,none,0.5814619442351168,0.9058779201205727,0.3244159758854559,0.5180333333333332,0.2875166666666667,0.8195096840615147,watch
credit_g,et,none,0.7166666666666667,0.9083333333333332,0.19166666666666654,0.516,0.34149999999999997,0.6162790697674418,watch
credit_g,et,sigmoid,0.7133333333333334,0.9116666666666667,0.19833333333333336,0.515,0.3295,0.6514563106796116,watch
uci_default,gb,sigmoid,0.5824415975885457,0.905199698568199,0.3227581009796533,0.5115833333333333,0.2877166666666667,0.8244013683010263,watch
uci_default,hgb,none,0.5830444611906557,0.9047475508666164,0.32170308967596073,0.5113666666666667,0.2890833333333333,0.816537383482172,watch
uci_default,gb,none,0.5871137905048982,0.9046721929163528,0.3175584024114546,0.5082,0.28901666666666664,0.8224780270234815,watch
oil_spill,ada,isotonic,0.2375,0.9,0.6625000000000001,0.498936170212766,0.09308510638297873,0.3006396588486141,watch
wilt,gnb,none,0.5365384615384615,0.9442307692307692,0.4076923076923077,0.46012396694214874,0.12262396694214876,0.4643017512348451,watch
pc1,hgb,none,0.2125,0.91875,0.7062499999999999,0.4373873873873874,0.1382882882882883,0.49124613800205974,watch
bank_marketing,gnb,none,0.6601134215500946,0.9072778827977317,0.24716446124763713,0.4048214088245052,0.1949463673559659,0.7303321678321678,watch
bank_marketing,gnb,sigmoid,0.206710775047259,0.9052930056710775,0.6985822306238185,0.4031294924250802,0.1973460134910981,0.7262926896173365,watch
adult,logreg,isotonic,0.6759623609923012,0.9159110350727119,0.23994867408041065,0.36358890367488994,0.27027331354283957,0.7501900391339846,watch
adult,gnb,isotonic,0.6606928999144568,0.9179213002566294,0.25722840034217265,0.35855256423380083,0.26449994881768857,0.7286664573043653,watch
adult,logreg,none,0.6421300256629598,0.904148845166809,0.2620188195038492,0.32180366465349575,0.3063466066127546,0.7391290517543023,watch
adult,logreg,sigmoid,0.645295124037639,0.9038494439692044,0.2585543199315654,0.32180366465349575,0.30694032142491556,0.7441867862709546,watch
bank_marketing,logreg,isotonic,0.3656899810964083,0.9210775047258981,0.5553875236294898,0.32045781267278556,0.16569722437244278,0.7536491942441077,watch
adult,gnb,none,0.698759623609923,0.9039777587681778,0.2052181351582547,0.3149759443136452,0.3062544784522469,0.7303542411439714,watch
adult,gnb,sigmoid,0.6168092386655262,0.9029084687767321,0.28609923011120597,0.3143515201146484,0.30856791892721874,0.7427789898726758,watch
bank_marketing,logreg,sigmoid,0.2670132325141777,0.9073724007561437,0.640359168241966,0.2705739245825501,0.1940395886320911,0.7773418342324669,watch
bank_marketing,logreg,none,0.26776937618147445,0.9057655954631381,0.6379962192816636,0.26743337388034943,0.19617383611633307,0.794161429043996,watch
adult,ada,isotonic,0.7370829769033361,0.9228828058169375,0.18579982891360136,0.2578769577234108,0.2427372300133074,0.6412353127977135,watch
bank_marketing,ada,isotonic,0.41890359168241964,0.9207939508506616,0.501890359168242,0.23128386597368128,0.16746654871171068,0.8361941190533111,watch
adult,ada,none,0.7052181351582549,0.909153122326775,0.2039349871685201,0.21271368615006653,0.2883304330023544,0.5493743984600578,watch
adult,ada,sigmoid,0.6571000855431993,0.9034217279726262,0.2463216424294269,0.2117207493090388,0.3002866209438018,0.5073248561620655,watch
adult,et,isotonic,0.73562874251497,0.92027373823781,0.18464499572284,0.2068174838775719,0.25919746135735494,0.6259651554147694,watch
adult,rf,isotonic,0.705688622754491,0.9174508126603934,0.21176218990590245,0.19477940423789536,0.2673354488688709,0.6223985705276435,watch
adult,hgb,isotonic,0.7218562874251496,0.9260906757912745,0.20423438836612484,0.1889446207390726,0.23764970826082504,0.6230902589663019,watch
bank_marketing,ada,sigmoid,0.21540642722117204,0.9039697542533082,0.6885633270321361,0.18701758266062146,0.19932544509565409,0.8577341532639546,watch
bank_marketing,ada,none,0.3344990548204159,0.9032136105860115,0.5687145557655955,0.18698440782926018,0.20049762247041913,0.8634455023951741,watch
adult,gb,isotonic,0.7112489307100086,0.9191189050470487,0.20786997433704013,0.1838980448357048,0.26149042890776947,0.6229334817701085,watch
adult,et,sigmoid,0.709880239520958,0.9079555175363557,0.1980752780153977,0.17391749411403418,0.2963558194288054,0.5195997645673925,watch
adult,et,none,0.6969632164242942,0.9079127459366981,0.21094952951240398,0.17350803562288875,0.2969085883918518,0.5167551622418879,watch
adult,rf,sigmoid,0.6988879384088965,0.9087254063301968,0.2098374679213003,0.16931108608864776,0.2954959565973999,0.5462515114873036,watch
adult,rf,none,0.6982891360136869,0.9075705731394355,0.20928143712574854,0.16832838570989866,0.29843382127136864,0.5204329846752614,watch
adult,gb,sigmoid,0.6942258340461933,0.9082976903336185,0.2140718562874252,0.15097758214760978,0.2959054150885454,0.5040341718082582,watch
adult,gb,none,0.6869118905047049,0.906672369546621,0.2197604790419161,0.14911454601289795,0.30020472924557273,0.466122056703508,watch
adult,hgb,sigmoid,0.7124465355004277,0.9097519247219846,0.19730538922155694,0.14103797727505377,0.292087214658614,0.43663811874002034,watch
bank_marketing,gb,isotonic,0.48034026465028357,0.9160680529300567,0.4357277882797731,0.13840539643923475,0.17675550149286742,0.8330137424097155,watch
bank_marketing,rf,isotonic,0.48081285444234406,0.92882797731569,0.44801512287334594,0.13483357292933762,0.16100851487338272,0.8211268760764373,watch
adult,hgb,none,0.7161248930710009,0.9078272027373823,0.19170230966638135,0.13420002047292454,0.29726686457160406,0.4376048817696415,watch
bank_marketing,et,isotonic,0.48894139886578447,0.9131379962192817,0.42419659735349724,0.11514983965498175,0.18227358177595931,0.8394314798809182,watch
bank_marketing,hgb,isotonic,0.5003780718336484,0.9166351606805293,0.41625708884688095,0.11057171292712595,0.171458586752184,0.8011801180118012,watch
miniboone,logreg,isotonic,0.7992739726027397,0.9095342465753425,0.11026027397260285,0.10610079575596817,0.3202168146695883,0.3472101449275362,watch
sick_numeric,et,isotonic,0.2565217391304348,0.9369565217391307,0.6804347826086958,0.10397350993377483,0.06490066225165562,0.6356687898089172,watch
bank_marketing,gb,sigmoid,0.3818525519848771,0.9005671077504726,0.5187145557655954,0.10124958531460797,0.2048545836558664,0.855832241153342,watch
bank_marketing,gb,none,0.375992438563327,0.9014177693761815,0.5254253308128545,0.10077407939842972,0.20298573482251467,0.8348513113135082,watch
bank_marketing,et,sigmoid,0.37202268431001895,0.9042533081285444,0.5322306238185255,0.09630653544177817,0.198827822625235,0.8384429900103341,watch
bank_marketing,rf,sigmoid,0.4051984877126654,0.9058601134215503,0.5006616257088848,0.09272365365476058,0.19718013933429174,0.8091830649970184,watch
bank_marketing,et,none,0.2635160680529301,0.9031190926275994,0.6396030245746693,0.09064469755612076,0.20015481587968592,0.7941929974380871,watch
bank_marketing,rf,none,0.38336483931947074,0.9036862003780717,0.5203213610586009,0.08780272033617162,0.19922592060157027,0.7690176322418136,watch
bank_marketing,hgb,sigmoid,0.4103969754253308,0.9037807183364839,0.49338374291115306,0.0767886763242287,0.20025434037376977,0.7949308755760369,watch
bank_marketing,hgb,none,0.4342155009451796,0.899054820415879,0.46483931947069945,0.07004312728076964,0.20507574919827493,0.7669718976949795,watch
miniboone,hgb,none,0.8261232876712329,0.9013150684931507,0.0751917808219178,0.059124284011840236,0.11854072963518243,0.4773081924577373,watch
miniboone,hgb,sigmoid,0.8102739726027396,0.9014931506849315,0.09121917808219193,0.05789412985814785,0.12167762272709799,0.46759628154050464,watch
miniboone,rf,none,0.8073150684931505,0.8997808219178083,0.09246575342465779,0.053419444124091796,0.14324760696574787,0.3023891767415084,watch
miniboone,hgb,isotonic,0.8338356164383562,0.9091780821917809,0.07534246575342463,0.04791066005458809,0.13412140083804253,0.28717002326887586,watch
aps_failure,et,isotonic,0.22400000000000003,0.9036363636363636,0.6796363636363636,0.04536842105263158,0.01992105263157895,0.2653712296983759,watch
