dataset,seed,model,probability_calibration,method,fn_cost,fp_cost,defer_cost,threshold,marginal_coverage,coverage_class_0,coverage_class_1,average_set_size,abstention_rate,mean_cost,mean_cost_automated_only
uci_default,7,hgb,isotonic,cost_tuned_threshold,10.0,1.0,0.25,0.07200000000000001,0.4111666666666667,0.2595762893216349,0.9449886963074604,1.0,0.0,0.6983333333333334,0.6983333333333334
uci_default,7,hgb,isotonic,mondrian_cp,10.0,1.0,0.5,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.5255,0.5560439560439561
uci_default,7,hgb,isotonic,cost_tuned_threshold,10.0,1.0,0.5,0.07200000000000001,0.4111666666666667,0.2595762893216349,0.9449886963074604,1.0,0.0,0.6983333333333334,0.6983333333333334
uci_default,7,hgb,isotonic,mondrian_cp,10.0,1.0,1.0,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.798,0.5560439560439561
uci_default,7,hgb,isotonic,cost_tuned_threshold,10.0,1.0,1.0,0.07200000000000001,0.4111666666666667,0.2595762893216349,0.9449886963074604,1.0,0.0,0.6983333333333334,0.6983333333333334
uci_default,7,hgb,isotonic,mondrian_cp,20.0,1.0,0.0,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.433,0.9516483516483516
uci_default,7,hgb,isotonic,cost_tuned_threshold,20.0,1.0,0.0,0.0,0.22116666666666668,0.0,1.0,1.0,0.0,0.7788333333333334,0.7788333333333334
uci_default,7,hgb,isotonic,mondrian_cp,20.0,1.0,0.25,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.56925,0.9516483516483516
uci_default,7,hgb,isotonic,cost_tuned_threshold,20.0,1.0,0.25,0.0,0.22116666666666668,0.0,1.0,1.0,0.0,0.7788333333333334,0.7788333333333334
uci_default,7,hgb,isotonic,mondrian_cp,20.0,1.0,0.5,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.7055,0.9516483516483516
uci_default,7,hgb,isotonic,cost_tuned_threshold,20.0,1.0,0.5,0.0,0.22116666666666668,0.0,1.0,1.0,0.0,0.7788333333333334,0.7788333333333334
uci_default,7,hgb,isotonic,mondrian_cp,20.0,1.0,1.0,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.978,0.9516483516483516
uci_default,7,hgb,isotonic,cost_tuned_threshold,20.0,1.0,1.0,0.0,0.22116666666666668,0.0,1.0,1.0,0.0,0.7788333333333334,0.7788333333333334
uci_default,7,logreg,none,mondrian_cp,5.0,1.0,0.0,,0.9071666666666667,0.9054140808902205,0.9133383571966842,1.6576666666666666,0.6576666666666666,0.1695,0.49513145082765336
uci_default,7,logreg,none,cost_tuned_threshold,5.0,1.0,0.0,0.242,0.745,0.7932805478279478,0.5749811605124341,1.0,0.0,0.631,0.631
uci_default,7,logreg,none,mondrian_cp,5.0,1.0,0.25,,0.9071666666666667,0.9054140808902205,0.9133383571966842,1.6576666666666666,0.6576666666666666,0.33391666666666664,0.49513145082765336
uci_default,7,logreg,none,cost_tuned_threshold,5.0,1.0,0.25,0.242,0.745,0.7932805478279478,0.5749811605124341,1.0,0.0,0.631,0.631
uci_default,7,logreg,none,mondrian_cp,5.0,1.0,0.5,,0.9071666666666667,0.9054140808902205,0.9133383571966842,1.6576666666666666,0.6576666666666666,0.49833333333333335,0.49513145082765336
