model,probability_calibration,method,marginal_coverage_mean,coverage_class_1_mean,average_set_size_mean,abstention_rate_mean,mean_cost_mean,cost_rank,minority_coverage_rank
gb,sigmoid,risk_controlled_rejector,0.9425132532331324,0.4166701358124475,1.0513155585096479,0.051315558509647786,0.5139362318040146,3.2333333333333334,3.2333333333333334
gb,sigmoid,smote_threshold,0.7987561896253034,0.8200449620497537,1.0,0.0,0.31760939458749926,3.6,4.233333333333333
gnb,isotonic,aps_cp,0.9016428672525048,0.41682728539051156,1.1265735564942776,0.21940051631398425,0.4863459820756148,6.533333333333333,6.566666666666666
gnb,isotonic,capacity_limited_aps,0.8891750202250182,0.30625469037815745,1.0365091633156895,0.0932654497349878,0.7650278468353967,6.733333333333333,6.733333333333333
gnb,isotonic,capacity_limited_class_conditional_rejector,0.9113018560059001,0.17008383363831497,1.0392000159037795,0.039200015903779376,0.835803564571116,6.666666666666667,6.666666666666667
gnb,isotonic,capacity_limited_confidence_rejector,0.9213702813298028,0.44622071240013705,1.0992722465590998,0.0992722465590997,0.7347733877202692,6.533333333333333,6.566666666666666
gnb,isotonic,capacity_limited_mondrian,0.89016415761833,0.5231484853881722,1.090644958054914,0.09159034035656549,0.683232469345894,6.666666666666667,6.133333333333334
gnb,isotonic,capacity_limited_raps,0.8793220354680397,0.24380351851809653,1.0157405509988497,0.0856501583596334,0.7913193051310466,6.6,6.633333333333334
gnb,isotonic,capacity_limited_risk_controlled_rejector,0.9095591848054511,0.16786037753362712,1.0351413586566418,0.03514135865664181,0.8393082347351489,6.733333333333333,6.666666666666667
gnb,isotonic,class_conditional_rejector,0.9590492996579635,0.35144176514679043,1.239021623016827,0.23902162301682683,0.40125963373171797,5.333333333333333,5.333333333333333
gnb,isotonic,class_weighted_threshold,0.6961529577105987,0.71080003297012,1.0,0.0,0.46027174424274325,6.2,4.733333333333333
gnb,isotonic,confidence_rejector,0.9964968988984,0.9558709973462947,1.8556739204116826,0.8556739204116827,0.029326103015030226,3.3,3.6333333333333333
gnb,isotonic,cost_controlled_mondrian,0.9965259035377105,0.9819480468578516,1.9172305174158133,0.9172305174158133,0.014662125338972022,2.466666666666667,2.7666666666666666
gnb,isotonic,cost_tuned_threshold,0.6986436291166472,0.7108046581187534,1.0,0.0,0.4601724465126103,6.4,5.133333333333334
gnb,isotonic,marginal_cp,0.9311111831671153,0.28254281709734486,1.1568526185111947,0.20057096383703468,0.45010936920642536,5.933333333333334,5.9
gnb,isotonic,mondrian_cp,0.9493214013470113,0.9488563528515199,1.6723462855514728,0.6732916678531242,0.09976003205908178,4.133333333333334,3.1333333333333333
gnb,isotonic,random_oversampling_threshold,0.6918370082101742,0.7257539745326939,1.0,0.0,0.4613202873195215,6.4,5.266666666666667
gnb,isotonic,raps_cp,0.901212713604632,0.3315134863452406,1.10266528922213,0.18162766081045817,0.550147618586046,6.533333333333333,6.533333333333333
gnb,isotonic,risk_controlled_rejector,0.9475923200714824,0.31304594412987474,1.176520803722371,0.17652080372237083,0.4918777992618559,5.933333333333334,5.833333333333333
gnb,isotonic,smote_threshold,0.6846773908698477,0.7169776168024039,1.0,0.0,0.472603175380457,6.466666666666667,4.866666666666666
gnb,none,aps_cp,0.9175338882667369,0.8218893291078213,1.4291391716043544,0.4739905904561584,0.19633978738253113,2.7333333333333334,2.1333333333333333
gnb,none,capacity_limited_aps,0.6949057231628242,0.7476215509100352,1.064001215219686,0.09302766348504404,0.5561112784471856,4.933333333333334,2.466666666666667
gnb,none,capacity_limited_class_conditional_rejector,0.7171165968143467,0.723809677547375,1.0668972583499157,0.06689725834991572,0.5707320539583883,3.466666666666667,1.6666666666666667
gnb,none,capacity_limited_confidence_rejector,0.7024828524823137,0.7748475431929106,1.0811798017508214,0.0811798017508214,0.559781603373246,5.933333333333334,3.2666666666666666
gnb,none,capacity_limited_mondrian,0.7140566014115703,0.7895787909948877,1.0840497860249356,0.09076761849548713,0.51354214512545,6.0,3.6333333333333333
gnb,none,capacity_limited_raps,0.6936968250449238,0.7392568723476421,1.0611395288526009,0.09053833162825807,0.5599104727752391,4.266666666666667,2.0
