dataset,model,probability_calibration,defer_cost,n_seeds,mondrian_cost,mondrian_abstain,threshold_cost,cost_diff,cost_diff_ci_lo,cost_diff_ci_hi,p_mondrian_cheaper,mondrian_wins
adult,et,none,0.5,10,0.38366260620329606,0.17350803562288875,0.38656976149042893,-0.002907155287132767,-0.01528696960765775,0.009472659033392216,0.6197999999999999,True
adult,et,none,1.0,10,0.4704166240147405,0.17350803562288875,0.38656976149042893,0.0838468625243116,0.07536742944866778,0.09232629559995542,0.0,False
adult,et,none,2.0,10,0.6439246596376292,0.17350803562288875,0.38656976149042893,0.25735489814720036,0.24989011130341984,0.2648196849909809,0.0,False
adult,et,sigmoid,0.0,10,0.2963558194288054,0.17391749411403418,0.38672330842460845,-0.09036748899580305,-0.10489013108944595,-0.07584484690216015,0.9998000000000001,True
adult,et,sigmoid,0.5,10,0.3833145664858225,0.17391749411403418,0.38672330842460845,-0.003408741938785955,-0.014071857047704734,0.007254373170132824,0.6138,True
adult,et,sigmoid,1.0,10,0.4702733135428395,0.17391749411403418,0.38672330842460845,0.08355000511823114,0.07614807549300547,0.09095193474345682,0.0,False
adult,et,sigmoid,2.0,10,0.6441908076568738,0.17391749411403418,0.38672330842460845,0.2574674992322653,0.2502677365561425,0.26466726190838813,0.0,False
adult,gb,isotonic,0.0,10,0.26149042890776947,0.1838980448357048,0.37604667826799054,-0.11455624936022113,-0.1368556273349008,-0.09225687138554145,1.0,True
adult,gb,isotonic,0.5,10,0.3534394513256219,0.1838980448357048,0.37604667826799054,-0.02260722694236872,-0.03820300743038256,-0.007011446454354878,0.7991,True
adult,gb,isotonic,1.0,10,0.44538847374347423,0.1838980448357048,0.37604667826799054,0.06934179547548366,0.058805803124149854,0.07987778782681748,0.0,False
adult,gb,isotonic,2.0,10,0.629286518579179,0.1838980448357048,0.37604667826799054,0.2532398403111884,0.23867953018761726,0.2678001504347596,0.0,False
adult,gb,none,0.0,10,0.30020472924557273,0.14911454601289795,0.3697103081175146,-0.06950557887194185,-0.08360511927856928,-0.05540603846531442,0.9994,True
adult,gb,none,0.5,10,0.3747620022520218,0.14911454601289795,0.3697103081175146,0.0050516941345071145,-0.0059309950826219975,0.016034383351636226,0.4165,False
adult,gb,none,1.0,10,0.4493192752584706,0.14911454601289795,0.3697103081175146,0.07960896714095608,0.07107461180480772,0.08814332247710445,0.0,False
adult,gb,none,2.0,10,0.5984338212713686,0.14911454601289795,0.3697103081175146,0.228723513153854,0.22045025832060536,0.23699676798710265,0.0,False
