dataset,model,probability_calibration,method,setting,coverage_class_1,abstention_rate,mean_cost,ablation
adult,ada,none,marginal_cp,0.25,0.40697177074422586,0.1663220391032859,0.6326338417442932,alpha_frontier
adult,ada,none,marginal_cp,0.27,0.341830624465355,0.19796294400655134,0.5923431262155799,alpha_frontier
adult,ada,none,marginal_cp,0.29000000000000004,0.3363130881094953,0.2118026410072679,0.5612652267376395,alpha_frontier
adult,ada,none,marginal_cp,0.31,0.3317365269461078,0.23842767939400145,0.48516736615825573,alpha_frontier
adult,ada,none,marginal_cp,0.33,0.3261334473909324,0.27841130105435563,0.37587265840925377,alpha_frontier
adult,ada,none,marginal_cp,0.35000000000000003,0.3031223267750214,0.3077592384072064,0.31773978912887707,alpha_frontier
adult,ada,none,marginal_cp,0.37,0.28220701454234387,0.3264100726788822,0.28657999795270755,alpha_frontier
adult,ada,none,marginal_cp,0.39,0.23105218135158254,0.3534548060190398,0.2634660661275463,alpha_frontier
adult,ada,none,marginal_cp,0.41000000000000003,0.2065012831479897,0.3789128877060088,0.22834476404954449,alpha_frontier
adult,ada,none,marginal_cp,0.43,0.19709153122326775,0.4000921281605077,0.20085986283140547,alpha_frontier
adult,ada,none,marginal_cp,0.45,0.19251497005988022,0.4294605384379159,0.16360937659944724,alpha_frontier
adult,ada,none,mondrian_cp,0.01,0.9902053036783576,0.6496980243627802,0.02565257447026308,alpha_frontier
adult,ada,none,mondrian_cp,0.03,0.9728400342172797,0.47095915651550824,0.08500358276179752,alpha_frontier
adult,ada,none,mondrian_cp,0.05,0.9552181351582549,0.3681748387757191,0.14316716142901015,alpha_frontier
adult,ada,none,mondrian_cp,0.06999999999999999,0.9365697177074424,0.2976251407513563,0.20130003070938685,alpha_frontier
adult,ada,none,mondrian_cp,0.09,0.9194183062446536,0.25565564540894664,0.24672945030197563,alpha_frontier
adult,ada,none,mondrian_cp,0.11,0.8971343028229256,0.18223973794656567,0.32578564847988534,alpha_frontier
adult,ada,none,mondrian_cp,0.13,0.8801539777587681,0.1382024772238714,0.3798751151602006,alpha_frontier
adult,ada,none,mondrian_cp,0.15000000000000002,0.8595808383233534,0.08623195823523391,0.4469137066229911,alpha_frontier
adult,ada,none,mondrian_cp,0.17,0.8426860564585116,0.059033677960896716,0.49485105947384583,alpha_frontier
adult,ada,none,mondrian_cp,0.19,0.8342600513259196,0.0411096325110042,0.5221926502200839,alpha_frontier
adult,ada,none,mondrian_cp,0.21000000000000002,0.8297690333618478,0.021291841539563927,0.5313747568840209,alpha_frontier
adult,ada,none,mondrian_cp,0.23,0.7970915312232678,0.05015866516531886,0.47901525232879516,alpha_frontier
adult,ada,none,mondrian_cp,0.25,0.7758340461933276,0.08702016583068892,0.42102569352031943,alpha_frontier
adult,ada,none,mondrian_cp,0.27,0.7506843455945252,0.12151704370969392,0.37360016378339644,alpha_frontier
adult,ada,none,mondrian_cp,0.29000000000000004,0.7383233532934133,0.14491759647865696,0.33841744293172277,alpha_frontier
adult,ada,none,mondrian_cp,0.31,0.7269033361847733,0.17060088033575596,0.3074111986897329,alpha_frontier
adult,ada,none,mondrian_cp,0.33,0.6954662104362703,0.21113727095915652,0.2638755246186918,alpha_frontier
adult,ada,none,mondrian_cp,0.35000000000000003,0.6701454234388367,0.24656566690551746,0.22860067560651037,alpha_frontier
adult,ada,none,mondrian_cp,0.37,0.6542771599657827,0.27011976660866005,0.2046268809499437,alpha_frontier
adult,ada,none,mondrian_cp,0.39,0.640119760479042,0.29737946565666906,0.18280274337189067,alpha_frontier
adult,ada,none,mondrian_cp,0.41000000000000003,0.6107784431137724,0.32824239942675815,0.16154161121916266,alpha_frontier
adult,ada,none,mondrian_cp,0.43,0.5905047048759624,0.35495956597399936,0.13992220288668236,alpha_frontier
adult,ada,none,mondrian_cp,0.45,0.5686056458511548,0.38498310983724027,0.12340055276896304,alpha_frontier
adult,ada,sigmoid,cost_tuned_threshold,,0.948502994011976,0.0,0.4076978196335347,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.01,0.9647134302822925,0.5287746954652472,0.08460436073293069,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.03,0.8846449957228402,0.3590234414986181,0.2765277919950865,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.05,0.8337040205303679,0.2956392670693008,0.4005322960384891,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.06999999999999999,0.753977758768178,0.2137680417647661,0.59639676527792,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.09,0.7180068434559452,0.17494114034189784,0.6865595250281503,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.11,0.6342600513259196,0.11291841539563927,0.8907257651755554,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.13,0.5797690333618477,0.05025079332582659,1.0321220186303612,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.15000000000000002,0.5082121471343028,0.006029276282116901,1.2058757293479374,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.17,0.47917023096663813,0.02981881461766813,1.1173712764868462,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.19,0.4421727972626176,0.06380386938274132,1.0045552257139934,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.21000000000000002,0.4089392643284858,0.08979424710819942,0.9422561162862115,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.23,0.35226689478186485,0.1291022622581636,0.8607534036237077,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.25,0.33545765611633876,0.15389497389702117,0.7852902037055993,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.27,0.3206586826347305,0.19496366055891085,0.6285392568328386,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.29000000000000004,0.3020958083832336,0.21403418978401065,0.5822295014842871,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.31,0.25996578272027376,0.2447231036953629,0.5273211178216808,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.33,0.24127459366980325,0.2649810625447845,0.4869485105947384,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.35000000000000003,0.23353293413173654,0.298310983724025,0.3957313952298086,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.37,0.19644995722840036,0.33326850240556866,0.3292762821169004,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.39,0.1886655260906758,0.3564233800798444,0.28072474152932747,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.41000000000000003,0.18541488451668092,0.38218855563517246,0.23646227863650324,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.43,0.1822070145423439,0.39932439348961,0.21158767529941652,alpha_frontier
adult,ada,sigmoid,marginal_cp,0.45,0.17125748502994012,0.42922509980550727,0.17211587675299417,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.01,0.9910179640718562,0.6496263691268298,0.024024976967959875,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.03,0.9742514970059879,0.47829869996929064,0.08010031733033064,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.05,0.9558597091531225,0.37127648684614595,0.1406387552461869,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.06999999999999999,0.9357570573139435,0.2954959565973999,0.2030811751458696,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.09,0.9140290846877674,0.24903265431466887,0.2621660354181595,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.11,0.8961505560307955,0.18588391851776026,0.32652267376394717,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.13,0.8784003421727972,0.13760876241171052,0.3831712560139216,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.15000000000000002,0.858169375534645,0.0855563517248439,0.4501177193162043,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.17,0.8437125748502995,0.06066127546319992,0.4921588698945644,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.19,0.8338323353293413,0.04949329511720749,0.5175248234210257,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.21000000000000002,0.8315654405474765,0.02494625857303716,0.525877776640393,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.23,0.8059024807527801,0.04075135633125192,0.48891391135223666,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.25,0.767065868263473,0.09476916777561675,0.41251919336677245,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.27,0.7497433704020531,0.12307298597604668,0.369556761183335,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.29000000000000004,0.729213002566296,0.15551233493704575,0.33052513051489407,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.31,0.7259195893926432,0.17415293274644283,0.30589620227249464,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.33,0.7019674935842601,0.20668440986794961,0.2709284471286723,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.35000000000000003,0.66437125748503,0.2492476200225202,0.22809908895485723,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.37,0.6589820359281438,0.26809294707749004,0.205773364725151,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.39,0.6416595380667237,0.2956290306070222,0.18492169106356843,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.41000000000000003,0.6091103507271172,0.3304841846657795,0.15943289998976354,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.43,0.585885372112917,0.35752891800593717,0.14036237076466374,alpha_frontier
adult,ada,sigmoid,mondrian_cp,0.45,0.566852010265184,0.38371378851468935,0.12480294810113626,alpha_frontier
adult,et,isotonic,cost_tuned_threshold,,0.9517964071856287,0.0,0.3886579997952707,alpha_frontier
adult,et,isotonic,marginal_cp,0.01,0.9701454234388367,0.5251100419694954,0.07248438939502508,alpha_frontier
adult,et,isotonic,marginal_cp,0.03,0.9144140290846877,0.3674992322653291,0.20882383048418468,alpha_frontier
adult,et,isotonic,marginal_cp,0.05,0.8535500427715996,0.2699969290613164,0.3593612447538131,alpha_frontier
adult,et,isotonic,marginal_cp,0.06999999999999999,0.8112489307100086,0.20251816972054457,0.46939297778687683,alpha_frontier
adult,et,isotonic,marginal_cp,0.09,0.7657827202737383,0.14219469751253966,0.5867949636605589,alpha_frontier
adult,et,isotonic,marginal_cp,0.11,0.7134302822925578,0.09892517146074317,0.7164295219572117,alpha_frontier
adult,et,isotonic,marginal_cp,0.13,0.6488023952095808,0.04751765789743065,0.8764663732214146,alpha_frontier
adult,et,isotonic,marginal_cp,0.15000000000000002,0.6186911890504705,0.006100931518067355,0.9433309448254683,alpha_frontier
adult,et,isotonic,marginal_cp,0.17,0.5819076133447391,0.0291636810318354,0.8971952093356537,alpha_frontier
adult,et,isotonic,marginal_cp,0.19,0.517835757057314,0.07076466373221416,0.8183130310164808,alpha_frontier
adult,et,isotonic,marginal_cp,0.21000000000000002,0.4968776732249786,0.10399222028866824,0.7097962944006551,alpha_frontier
adult,et,isotonic,marginal_cp,0.23,0.4783147989734816,0.13912375882894873,0.6047906643464019,alpha_frontier
adult,et,isotonic,marginal_cp,0.25,0.462874251497006,0.16448971235540996,0.5385914627904597,alpha_frontier
adult,et,isotonic,marginal_cp,0.27,0.4003849443969204,0.1965503122120995,0.5006039512744396,alpha_frontier
adult,et,isotonic,marginal_cp,0.29000000000000004,0.3830196749358426,0.22368717371276486,0.4348244446719214,alpha_frontier
adult,et,isotonic,marginal_cp,0.31,0.3429854576561163,0.25932029890469854,0.368655952502815,alpha_frontier
adult,et,isotonic,marginal_cp,0.33,0.2954234388366125,0.2855154058757293,0.34020882383048423,alpha_frontier
adult,et,isotonic,marginal_cp,0.35000000000000003,0.27822925577416596,0.29940628518783907,0.3209130924352544,alpha_frontier
adult,et,isotonic,marginal_cp,0.37,0.27065868263473053,0.3216296447947589,0.2794042378953834,alpha_frontier
adult,et,isotonic,marginal_cp,0.39,0.23857998289136012,0.3396970007165524,0.2621046166444877,alpha_frontier
adult,et,isotonic,marginal_cp,0.41000000000000003,0.22224123182207017,0.36358890367488994,0.2253250076773467,alpha_frontier
adult,et,isotonic,marginal_cp,0.43,0.21424294268605645,0.3968369331559013,0.17543249053127238,alpha_frontier
adult,et,isotonic,marginal_cp,0.45,0.18704020530367835,0.4199713379056198,0.15405875729347937,alpha_frontier
adult,et,isotonic,mondrian_cp,0.01,0.9941830624465355,0.6625959668338621,0.018978401064592077,alpha_frontier
adult,et,isotonic,mondrian_cp,0.03,0.974764756201882,0.4587061111679803,0.07895383355512334,alpha_frontier
adult,et,isotonic,mondrian_cp,0.05,0.9599657827202737,0.3598116490940731,0.12883611423891903,alpha_frontier
adult,et,isotonic,mondrian_cp,0.06999999999999999,0.9427715996578272,0.2871327669157539,0.1832633841744293,alpha_frontier
adult,et,isotonic,mondrian_cp,0.09,0.9317365269461078,0.23567407104104823,0.2259391954140649,alpha_frontier
adult,et,isotonic,mondrian_cp,0.11,0.917065868263473,0.19285494932951172,0.27180878288463506,alpha_frontier
adult,et,isotonic,mondrian_cp,0.13,0.9036355859709154,0.1550209847476712,0.3156310778994779,alpha_frontier
adult,et,isotonic,mondrian_cp,0.15000000000000002,0.885372112917023,0.10391032859043914,0.3782270447333401,alpha_frontier
adult,et,isotonic,mondrian_cp,0.17,0.8579555175363559,0.05327054969802436,0.4563926706930085,alpha_frontier
adult,et,isotonic,mondrian_cp,0.19,0.8369974337040205,0.02406592281707442,0.5038284368922101,alpha_frontier
adult,et,isotonic,mondrian_cp,0.21000000000000002,0.8183917878528657,0.03065820452451633,0.4789845429419593,alpha_frontier
adult,et,isotonic,mondrian_cp,0.23,0.812360992301112,0.04358685638243423,0.45842972668645715,alpha_frontier
adult,et,isotonic,mondrian_cp,0.25,0.7818220701454235,0.08475790766711025,0.40438120585525644,alpha_frontier
adult,et,isotonic,mondrian_cp,0.27,0.7618049615055603,0.11635786672126114,0.3626676220698127,alpha_frontier
adult,et,isotonic,mondrian_cp,0.29000000000000004,0.7538922155688623,0.13349370457569865,0.3364008598628314,alpha_frontier
adult,et,isotonic,mondrian_cp,0.31,0.7304106073567151,0.1823625754939093,0.26847169618179956,alpha_frontier
adult,et,isotonic,mondrian_cp,0.33,0.7090675791274593,0.2092537618998874,0.24339236359914013,alpha_frontier
adult,et,isotonic,mondrian_cp,0.35000000000000003,0.7021813515825492,0.23403623707646637,0.2141263179445184,alpha_frontier
adult,et,isotonic,mondrian_cp,0.37,0.6662532078699743,0.2653086293377009,0.18746033370867027,alpha_frontier
adult,et,isotonic,mondrian_cp,0.39,0.6359709153122327,0.30665370048111373,0.15599344866414167,alpha_frontier
adult,et,isotonic,mondrian_cp,0.41000000000000003,0.6266894781864842,0.3240352134302385,0.14376087624117104,alpha_frontier
adult,et,isotonic,mondrian_cp,0.43,0.6138152266894782,0.3417033473231651,0.13323779301873273,alpha_frontier
adult,et,isotonic,mondrian_cp,0.45,0.5936270316509837,0.36834885863445593,0.11902958337598527,alpha_frontier
adult,et,none,cost_tuned_threshold,,0.9559024807527802,0.0,0.38656976149042893,alpha_frontier
adult,et,none,marginal_cp,0.01,0.9618477331052182,0.5042890776947486,0.0915037363087317,alpha_frontier
adult,et,none,marginal_cp,0.03,0.8979041916167665,0.3497184972873375,0.24740505681236566,alpha_frontier
adult,et,none,marginal_cp,0.05,0.8375106928999145,0.25429419592588803,0.3973180468829972,alpha_frontier
adult,et,none,marginal_cp,0.06999999999999999,0.7763473053892216,0.18057119459514792,0.5503326850240556,alpha_frontier
adult,et,none,marginal_cp,0.09,0.7250641573994867,0.1267478759340772,0.6791176169515815,alpha_frontier
adult,et,none,marginal_cp,0.11,0.6667664670658683,0.07090797420411506,0.8266557477735695,alpha_frontier
adult,et,none,marginal_cp,0.13,0.6195893926432848,0.026471491452553998,0.9480090080868052,alpha_frontier
adult,et,none,marginal_cp,0.15000000000000002,0.5748502994011976,0.01296959770703245,0.9880540485208312,alpha_frontier
adult,et,none,marginal_cp,0.17,0.5322070145423439,0.05104923738356024,0.8790664346401883,alpha_frontier
adult,et,none,marginal_cp,0.19,0.49148845166809235,0.08842256116286211,0.7782372811956189,alpha_frontier
adult,et,none,marginal_cp,0.21000000000000002,0.45893926432848586,0.12081072781246802,0.6934896099907871,alpha_frontier
adult,et,none,marginal_cp,0.23,0.42639007698887943,0.15344456955676117,0.609376599447231,alpha_frontier
adult,et,none,marginal_cp,0.25,0.39721984602224125,0.18251612242808885,0.544129388883202,alpha_frontier
adult,et,none,marginal_cp,0.27,0.3655688622754491,0.21194595147916878,0.4827720339850548,alpha_frontier
adult,et,none,marginal_cp,0.29000000000000004,0.3343883661248931,0.239819838263896,0.4259391954140649,alpha_frontier
adult,et,none,marginal_cp,0.31,0.30534644995722837,0.2667212611321527,0.37629235336267786,alpha_frontier
adult,et,none,marginal_cp,0.33,0.275491873396065,0.29423687173712765,0.3300644897123554,alpha_frontier
adult,et,none,marginal_cp,0.35000000000000003,0.24940119760479043,0.31905005630054256,0.28949738970211897,alpha_frontier
adult,et,none,marginal_cp,0.37,0.226988879384089,0.34266557477735693,0.25480601903981986,alpha_frontier
adult,et,none,marginal_cp,0.39,0.20410607356715144,0.36737639471798544,0.22295014842870303,alpha_frontier
adult,et,none,marginal_cp,0.41000000000000003,0.18023952095808382,0.3918415395639267,0.19152420923328897,alpha_frontier
adult,et,none,marginal_cp,0.43,0.16047904191616766,0.4144538847374347,0.16694646330228274,alpha_frontier
adult,et,none,marginal_cp,0.45,0.14020530367835757,0.4370969392977787,0.14313645204217423,alpha_frontier
adult,et,none,mondrian_cp,0.01,0.9908041060735672,0.6076671102466988,0.029347937352850857,alpha_frontier
adult,et,none,mondrian_cp,0.03,0.9720701454234388,0.42850854744600264,0.08949738970211894,alpha_frontier
adult,et,none,mondrian_cp,0.05,0.9543199315654405,0.32907155287132767,0.14798853516224791,alpha_frontier
adult,et,none,mondrian_cp,0.06999999999999999,0.9355431993156544,0.2579076671102467,0.20782065718087828,alpha_frontier
adult,et,none,mondrian_cp,0.09,0.9169803250641573,0.1990480090080868,0.26781656259596687,alpha_frontier
adult,et,none,mondrian_cp,0.11,0.9005988023952096,0.14944211280581432,0.3221517043709694,alpha_frontier
adult,et,none,mondrian_cp,0.13,0.8799828913601369,0.09875115160200634,0.38719418568942576,alpha_frontier
adult,et,none,mondrian_cp,0.15000000000000002,0.8606073567151411,0.05687378442010441,0.44819326440782065,alpha_frontier
adult,et,none,mondrian_cp,0.17,0.8415312232677502,0.0166854335141775,0.5085781553894974,alpha_frontier
adult,et,none,mondrian_cp,0.19,0.8192044482463643,0.022684000409458494,0.4974511208926195,alpha_frontier
adult,et,none,mondrian_cp,0.21000000000000002,0.7971343028229255,0.062309345890060396,0.43429214863343224,alpha_frontier
adult,et,none,mondrian_cp,0.23,0.7763900769888794,0.09639676527791995,0.38205548162555025,alpha_frontier
adult,et,none,mondrian_cp,0.25,0.7571856287425149,0.12825263588903674,0.33893950250793325,alpha_frontier
adult,et,none,mondrian_cp,0.27,0.7429854576561163,0.15720135121302078,0.30195516429521957,alpha_frontier
adult,et,none,mondrian_cp,0.29000000000000004,0.7212147134302823,0.18946668031528305,0.26130617258675404,alpha_frontier
adult,et,none,mondrian_cp,0.31,0.7002138579982892,0.219797318046883,0.22977786876855358,alpha_frontier
adult,et,none,mondrian_cp,0.33,0.6768605645851155,0.24980038898556658,0.20119766608660047,alpha_frontier
adult,et,none,mondrian_cp,0.35000000000000003,0.6546193327630453,0.27858532091309246,0.17699866925990376,alpha_frontier
adult,et,none,mondrian_cp,0.37,0.6368263473053892,0.30372607226942366,0.1575186815436585,alpha_frontier
adult,et,none,mondrian_cp,0.39,0.6182634730538922,0.32962432183437407,0.13832531477121507,alpha_frontier
adult,et,none,mondrian_cp,0.41000000000000003,0.5979041916167664,0.35509263998362167,0.12261234517350802,alpha_frontier
adult,et,none,mondrian_cp,0.43,0.5787425149700599,0.37914832633841744,0.10964274746647558,alpha_frontier
adult,et,none,mondrian_cp,0.45,0.5599230111206159,0.40305046575903364,0.09857713174326951,alpha_frontier
adult,et,sigmoid,cost_tuned_threshold,,0.9548331907613345,0.0,0.38672330842460845,alpha_frontier
adult,et,sigmoid,marginal_cp,0.01,0.9639435414884516,0.5066639369433924,0.08686661889650936,alpha_frontier
adult,et,sigmoid,marginal_cp,0.03,0.9036355859709152,0.35072167059064385,0.23472208004913503,alpha_frontier
adult,et,sigmoid,marginal_cp,0.05,0.8474764756201882,0.2553792609274235,0.37585218548469645,alpha_frontier
adult,et,sigmoid,marginal_cp,0.06999999999999999,0.7892643284858853,0.18355000511823114,0.5219367386631181,alpha_frontier
adult,et,sigmoid,marginal_cp,0.09,0.7348588537211291,0.1257139932439349,0.6590132050363394,alpha_frontier
adult,et,sigmoid,marginal_cp,0.11,0.68267750213858,0.07474664755860375,0.7913808987613881,alpha_frontier
adult,et,sigmoid,marginal_cp,0.13,0.6331479897348161,0.026696693622684,0.9191012386119357,alpha_frontier
