model,probability_calibration,method,marginal_coverage_mean,coverage_class_1_mean,average_set_size_mean,abstention_rate_mean,mean_cost_mean,cost_rank,minority_coverage_rank
gb,none,marginal_cp,0.9078153582714226,0.30996412937125795,1.0065217066224383,0.0978899193221328,0.397171653963375,4.4,3.6333333333333333
gb,none,mondrian_cp,0.9086632273590509,0.9200124740213689,1.3159707070793796,0.3506800087156697,0.15022444680498243,3.7333333333333334,4.3
gb,none,random_oversampling_threshold,0.8021005010195222,0.8224178161879554,1.0,0.0,0.31083657644481744,3.6666666666666665,3.933333333333333
gb,none,raps_cp,0.900319157533948,0.5480333283543868,1.0297801016063668,0.13159712858905115,0.399096054093599,3.7333333333333334,3.8
gb,none,risk_controlled_rejector,0.9432715290181013,0.5123585713083466,1.0518712539157458,0.05187125391574565,0.45662904478149957,3.6,3.8
gb,sigmoid,aps_cp,0.9022049884877978,0.5045160905572544,1.0495803005976196,0.1536915097063156,0.411230857717968,2.966666666666667,2.966666666666667
gb,sigmoid,capacity_limited_mondrian,0.8889977790879419,0.755263906309486,1.0541768065715322,0.0868866861376157,0.3558396196096808,3.2,3.6333333333333333
gb,sigmoid,class_conditional_rejector,0.9529840091098268,0.4458889330282467,1.0990023300335918,0.09900233003359181,0.43779205396787557,3.8333333333333335,3.8333333333333335
gb,sigmoid,class_weighted_threshold,0.8080880944665657,0.8043223112810277,1.0,0.0,0.31813921923148175,3.7,4.166666666666667
gb,sigmoid,confidence_rejector,0.9989921444876738,0.9910453439799025,1.935791751543437,0.9357917515434371,0.010030963911568372,3.7666666666666666,3.7333333333333334
gb,sigmoid,cost_controlled_mondrian,0.9818217068670129,0.9590935101643309,1.5883697674646058,0.601308906439172,0.038383589536998546,3.933333333333333,4.1
gb,sigmoid,cost_tuned_threshold,0.807017396639497,0.7891284585401303,1.0,0.0,0.3135419782151408,3.466666666666667,4.266666666666667
gb,sigmoid,marginal_cp,0.9066272478003691,0.2192629867957271,1.0054102667888185,0.09915938172933919,0.41663094828594116,4.166666666666667,3.8666666666666667
gb,sigmoid,mondrian_cp,0.9092740305676202,0.9157013763218358,1.3277194027566646,0.3604981528461642,0.15273275219581592,3.6666666666666665,3.9
gb,sigmoid,random_oversampling_threshold,0.8055288648426118,0.8019586015713881,1.0,0.0,0.3209071245715804,3.6,4.133333333333334
gb,sigmoid,raps_cp,0.9015981656477318,0.449266005998564,1.0339534329147881,0.12584342101626636,0.4647146867142073,3.033333333333333,3.066666666666667
gb,sigmoid,risk_controlled_rejector,0.9425132532331324,0.4166701358124475,1.0513155585096479,0.051315558509647786,0.5139362318040146,3.2333333333333334,3.2333333333333334
gnb,isotonic,aps_cp,0.9016428672525048,0.41682728539051156,1.1265735564942776,0.21940051631398425,0.4863459820756148,6.533333333333333,6.566666666666666
gnb,isotonic,capacity_limited_mondrian,0.89016415761833,0.5231484853881722,1.090644958054914,0.09159034035656549,0.683232469345894,6.666666666666667,6.133333333333334
gnb,isotonic,class_conditional_rejector,0.9590492996579635,0.35144176514679043,1.239021623016827,0.23902162301682683,0.40125963373171797,5.333333333333333,5.333333333333333
gnb,isotonic,class_weighted_threshold,0.6961529577105987,0.71080003297012,1.0,0.0,0.46027174424274325,6.2,4.733333333333333
gnb,isotonic,confidence_rejector,0.9964968988984,0.9558709973462947,1.8556739204116826,0.8556739204116827,0.029326103015030226,3.3,3.6333333333333333
gnb,isotonic,cost_controlled_mondrian,0.9965259035377105,0.9819480468578516,1.9172305174158133,0.9172305174158133,0.014662125338972022,2.4,2.7333333333333334
gnb,isotonic,cost_tuned_threshold,0.6986436291166472,0.7108046581187534,1.0,0.0,0.4601724465126103,6.4,5.133333333333334
gnb,isotonic,marginal_cp,0.9311111831671153,0.28254281709734486,1.1568526185111947,0.20057096383703468,0.45010936920642536,5.933333333333334,5.9
gnb,isotonic,mondrian_cp,0.9493214013470113,0.9488563528515199,1.6723462855514728,0.6732916678531242,0.09976003205908178,4.133333333333334,3.1333333333333333
gnb,isotonic,random_oversampling_threshold,0.6918370082101742,0.7257539745326939,1.0,0.0,0.4613202873195215,6.4,5.266666666666667
gnb,isotonic,raps_cp,0.901212713604632,0.3315134863452406,1.10266528922213,0.18162766081045817,0.550147618586046,6.533333333333333,6.533333333333333
gnb,isotonic,risk_controlled_rejector,0.9475923200714824,0.31304594412987474,1.176520803722371,0.17652080372237083,0.4918777992618559,5.933333333333334,5.833333333333333
gnb,none,aps_cp,0.9175338882667369,0.8218893291078213,1.4291391716043544,0.4739905904561584,0.19633978738253113,2.7333333333333334,2.1333333333333333
gnb,none,capacity_limited_mondrian,0.7140566014115703,0.7895787909948877,1.0840497860249356,0.09076761849548713,0.51354214512545,6.0,3.6333333333333333
gnb,none,class_conditional_rejector,0.83606570259949,0.7665378093270209,1.2531625130233814,0.25316251302338144,0.3520687614601732,2.933333333333333,1.6
gnb,none,class_weighted_threshold,0.6577573415374723,0.7541477812733114,1.0,0.0,0.4758467956712003,6.733333333333333,4.733333333333333
gnb,none,confidence_rejector,0.8560403246396259,0.9770540922912677,1.6357966920110167,0.6357966920110166,0.1535592626567786,4.766666666666667,3.966666666666667
gnb,none,cost_controlled_mondrian,0.9923858890290082,0.961874396387516,1.8346048318134893,0.8346048318134893,0.032123004813642775,3.0,3.4
gnb,none,cost_tuned_threshold,0.6620052535761907,0.7670981555280635,1.0,0.0,0.46994886369386196,6.666666666666667,4.6
gnb,none,marginal_cp,0.921307835925551,0.7894852389382975,1.3944970337154452,0.41968445653061714,0.22841942552914699,3.3333333333333335,1.1333333333333333
gnb,none,mondrian_cp,0.9227868938103162,0.9241533275510982,1.55985928728243,0.5665771197529818,0.1403230866698278,4.266666666666667,2.966666666666667
gnb,none,random_oversampling_threshold,0.6646692236839651,0.7472159217088196,1.0,0.0,0.4738298361781669,6.466666666666667,4.666666666666667
gnb,none,raps_cp,0.9174101205015341,0.8040132983702677,1.4147266488528083,0.449414555508946,0.22069375264671412,2.7333333333333334,1.6
gnb,none,risk_controlled_rejector,0.8146262579613193,0.8253479051555034,1.2788467234564165,0.2788467234564164,0.33863984555130916,2.7333333333333334,1.4
gnb,sigmoid,aps_cp,0.9014037696652427,0.3265469181101073,1.1294048055193102,0.21094040825122373,0.5587056447550658,5.133333333333334,5.3
gnb,sigmoid,capacity_limited_mondrian,0.8732721315500527,0.561363247244182,1.0831761345299766,0.08984182961011304,0.6607803171887398,6.4,6.066666666666666
gnb,sigmoid,class_conditional_rejector,0.9587129278978878,0.3145184035390186,1.255105855364029,0.2551058553640291,0.41047072102112303,4.566666666666666,4.566666666666666
gnb,sigmoid,class_weighted_threshold,0.6970309526013547,0.6345003680089988,1.0,0.0,0.4783068392376207,7.0,5.266666666666667
gnb,sigmoid,confidence_rejector,0.9989256458378548,0.9855428261034259,1.9615697192130443,0.9615697192130442,0.010743541621451132,3.033333333333333,3.033333333333333
gnb,sigmoid,cost_controlled_mondrian,0.9924065442675958,0.962763895231631,1.8592373179229362,0.8592373179229362,0.031093180320332744,2.9,3.0
gnb,sigmoid,cost_tuned_threshold,0.6898308632659504,0.6573063443833702,1.0,0.0,0.477663028751644,6.8,4.933333333333334
gnb,sigmoid,marginal_cp,0.9176919422860158,0.24925789331687104,1.1366883538916914,0.20530587690879754,0.46998653978639837,5.7,4.333333333333333
gnb,sigmoid,mondrian_cp,0.9252231454430925,0.9205884456700962,1.5555046841813176,0.5621703792614543,0.14127017825834273,4.466666666666667,3.3333333333333335
gnb,sigmoid,random_oversampling_threshold,0.704990159568799,0.6205754242451419,1.0,0.0,0.4756504395704663,6.6,5.066666666666666
gnb,sigmoid,raps_cp,0.9010434098206723,0.24850594393251468,1.114145984924319,0.18732159455323552,0.6025665315068639,5.266666666666667,5.5
gnb,sigmoid,risk_controlled_rejector,0.9478578513720595,0.27253711081469667,1.1976227969465867,0.19762279694658685,0.5159995873113975,5.233333333333333,5.233333333333333
hgb,isotonic,aps_cp,0.900509472775033,0.6342066616295908,1.064307683398027,0.1876004466626125,0.31602093759492006,2.6,2.9
hgb,isotonic,capacity_limited_mondrian,0.9129195942854231,0.7312568462558926,1.068700872913938,0.08399146747158505,0.36900118714588004,2.6666666666666665,3.066666666666667
hgb,isotonic,class_conditional_rejector,0.9594446545561781,0.5586815173582346,1.1163820990450646,0.11638209904506465,0.36491129629165153,2.8666666666666667,2.9
hgb,isotonic,class_weighted_threshold,0.808435539049818,0.8105313106884722,1.0,0.0,0.30933937166418946,2.466666666666667,3.3333333333333335
hgb,isotonic,confidence_rejector,0.9957652079328536,0.9558304126515242,1.635332261310474,0.635332261310474,0.029584051643216862,4.166666666666667,4.133333333333334
hgb,isotonic,cost_controlled_mondrian,0.9919337866240938,0.9794498388013866,1.725805784532323,0.7280833327416895,0.02215803297576855,4.6,4.333333333333333
hgb,isotonic,cost_tuned_threshold,0.8046494803508456,0.8016143267206034,1.0,0.0,0.3122373145134503,2.8666666666666667,3.533333333333333
hgb,isotonic,marginal_cp,0.9238429266813438,0.38632260341654,1.0321133098413766,0.09372045778635195,0.3763972600798174,3.2,3.1666666666666665
hgb,isotonic,mondrian_cp,0.941297968828378,0.943868217332347,1.4675473863125723,0.4828379808702194,0.10561744171633074,3.066666666666667,3.8333333333333335
hgb,isotonic,random_oversampling_threshold,0.8044504455205679,0.8107818711847135,1.0,0.0,0.3093978135244759,2.4,3.7
hgb,isotonic,raps_cp,0.9013171588760037,0.569637424823304,1.0368651887672538,0.1413011197425392,0.3816660163029338,2.466666666666667,2.7666666666666666
hgb,isotonic,risk_controlled_rejector,0.9465690026660026,0.5337708678390202,1.0631866881633492,0.06318668816334921,0.42790809703999483,2.6666666666666665,2.7
hgb,none,aps_cp,0.9006981786148861,0.6106029186849827,1.0484697796102793,0.16894651527012036,0.3284320715896858,3.7333333333333334,4.366666666666666
hgb,none,capacity_limited_mondrian,0.8879603528126913,0.7725428150953468,1.0466479674216287,0.08527755740608216,0.33606461316733327,2.6666666666666665,3.3666666666666667
hgb,none,class_conditional_rejector,0.9567297913841891,0.5594118315813398,1.0973881881665435,0.09738818816654349,0.38540385952354617,2.933333333333333,3.2666666666666666
hgb,none,class_weighted_threshold,0.8102003639878445,0.824307956945873,1.0,0.0,0.3012481149088504,2.5,3.2666666666666666
hgb,none,confidence_rejector,0.9992162310795669,0.9849187238132825,1.9442220720884165,0.9442220720884165,0.006749773338737461,2.3,2.533333333333333
hgb,none,cost_controlled_mondrian,0.9858753597783664,0.9654229380354137,1.5551710893071917,0.5605361304470673,0.03346808588457049,3.7333333333333334,3.2666666666666666
hgb,none,cost_tuned_threshold,0.8205615283531403,0.8026525074816703,1.0,0.0,0.29987949922665685,2.3333333333333335,3.7666666666666666
hgb,none,marginal_cp,0.9053619645061898,0.3328584455392163,1.0010144169689927,0.10094641741872487,0.37853011563001676,3.2666666666666666,2.933333333333333
hgb,none,mondrian_cp,0.9080279431988841,0.9174348615947249,1.2858864743565555,0.32492224535646147,0.1450578042281422,3.533333333333333,3.7
hgb,none,random_oversampling_threshold,0.8158244282762489,0.8156459520695835,1.0,0.0,0.301290483696024,2.2666666666666666,4.0
hgb,none,raps_cp,0.901092806841308,0.5602766161737912,1.0266575583183581,0.13017318320896357,0.38563562849531813,2.933333333333333,3.6666666666666665
hgb,none,risk_controlled_rejector,0.9446764937776646,0.5362969189231441,1.0499527163733708,0.049952716373370884,0.44575907756030025,2.466666666666667,2.7333333333333334
hgb,sigmoid,aps_cp,0.9017956880989753,0.5189231935544301,1.0460130751552934,0.1528440245160204,0.40124273434159935,2.066666666666667,2.1
hgb,sigmoid,capacity_limited_mondrian,0.8876946638465182,0.7615199197404035,1.0502609960608822,0.08638622427760433,0.35756223594733766,2.8666666666666667,3.066666666666667
hgb,sigmoid,class_conditional_rejector,0.953224626703926,0.4591655742297806,1.093596351086632,0.093596351086632,0.4343585621118397,3.4,3.4
hgb,sigmoid,class_weighted_threshold,0.8157539299673402,0.7926803784546871,1.0,0.0,0.31119130111967486,2.6666666666666665,3.6333333333333333
hgb,sigmoid,confidence_rejector,0.9993782748934279,0.9952415532523905,1.9643242767915265,0.9643242767915265,0.0062172510657202106,2.933333333333333,3.033333333333333
hgb,sigmoid,cost_controlled_mondrian,0.9816194207637307,0.954480644389146,1.5513307038382118,0.5638756832274656,0.039562440688232954,4.466666666666667,4.033333333333333
hgb,sigmoid,cost_tuned_threshold,0.821587534068781,0.760603332280748,1.0,0.0,0.3193781413970727,3.3333333333333335,4.233333333333333
hgb,sigmoid,marginal_cp,0.9058931948718332,0.2237798273811906,1.00303441602771,0.10266858126229135,0.39594450651321994,3.2,3.4
hgb,sigmoid,mondrian_cp,0.9080287792060652,0.9083369066679713,1.3011941202293913,0.3378162926016971,0.15293636157394885,4.0,3.6333333333333333
hgb,sigmoid,random_oversampling_threshold,0.8203975254532196,0.7788369529452077,1.0,0.0,0.3158433842379793,3.0,4.133333333333334
hgb,sigmoid,raps_cp,0.9016719225291397,0.474063981584253,1.0313741403362209,0.12633091836523475,0.4464779089574452,1.9666666666666666,1.7666666666666666
hgb,sigmoid,risk_controlled_rejector,0.9442871194980443,0.43543946253159166,1.052468354878939,0.05246835487893896,0.4937997480617673,2.533333333333333,2.533333333333333
logreg,isotonic,aps_cp,0.9007975204296812,0.5987845093479438,1.0982399674748657,0.20978457496785763,0.3739357978541797,5.333333333333333,5.166666666666667
logreg,isotonic,capacity_limited_mondrian,0.9008805117424306,0.6981887491858453,1.0796192631631496,0.08679491942132413,0.4538860871958043,5.266666666666667,4.8
logreg,isotonic,class_conditional_rejector,0.9565829405221768,0.49295230847966515,1.1633646316475559,0.16336463164755585,0.4058910937082184,4.466666666666667,4.5
logreg,isotonic,class_weighted_threshold,0.7586572127052442,0.7957045096902966,1.0,0.0,0.3661871283241476,5.466666666666667,4.8
logreg,isotonic,confidence_rejector,0.9965250587926092,0.9630283384267132,1.7194478592456772,0.7194478592456773,0.025618619978897403,4.066666666666666,4.133333333333334
logreg,isotonic,cost_controlled_mondrian,0.9929292095969882,0.9837395792321562,1.797103331575752,0.798423509940276,0.017094950032541568,3.3,3.3333333333333335
logreg,isotonic,cost_tuned_threshold,0.7662509958251625,0.7913442751956907,1.0,0.0,0.3660614079438543,5.133333333333334,4.733333333333333
logreg,isotonic,marginal_cp,0.9175415876253188,0.2881052484869681,1.0510135877777282,0.1145256931071415,0.44377685631911484,4.733333333333333,5.6
logreg,isotonic,mondrian_cp,0.9348461499208288,0.9402367765034244,1.4690001011237623,0.47617575738193685,0.12382970541182144,4.466666666666667,3.7666666666666666
logreg,isotonic,random_oversampling_threshold,0.7596076945058425,0.7969023891144071,1.0,0.0,0.3629442446133072,5.333333333333333,4.466666666666667
